,0
6967,0.10412350841337507
7530,0.005832786550576635
7160,0.005832786550576635
7060,0.09470757613852374
7196,0.10958191367543967
7326,0.11862320482985206
7080,0.21845414054920656
6962,0.08161862998720322
7095,0.10958191367543967
7226,0.22877470961324295
7354,0.207204290708465
7119,0.1459067872524312
7002,0.08161862998720322
7143,0.12006196402972293
6924,0.0488975290546818
7053,0.12707009997733104
7197,0.02526125390154893
7250,0.1280034030817994
7132,0.042866042649560177
7287,0.025261253901548937
7115,0.03773919964271525
7273,5.950180545266927e-20
7422,4.2074130128425136e-20
7188,4.2074130128425136e-20
7042,0.0834519058627078
7151,0.025720990229744365
7024,0.06753865242418515
7394,0.056978335921444724
7088,0.12594144156378012
7121,0.0872143933466826
7486,0.04891798301419036
7044,0.071774243969534
7050,0.06624294950414401
7217,0.06708609641669486
7120,0.06624294950414401
6997,0.1924456544217591
7083,0.0378487493149708
7048,0.05339824583582856
7097,0.031547587399057435
6914,0.004507105197132681
7213,0.004507105197132681
7091,0.005817792407352123
7069,0.13939446900070646
6947,0.13422224190915383
6971,0.08360760034646737
7149,0.13388856265914417
7239,0.20497362371036842
6764,0.1091898151477065
7282,0.20075825238669226
6970,0.20939290746949502
7052,0.16668945698732754
7071,0.10918981514770647
7084,0.1705288063047227
7102,0.10918981514770647
7135,0.15924597231590287
7167,0.12005794250208854
1053,0.0935915894192358
7454,0.01266365603565244
7118,0.05775876150638374
7098,0.010860085399078982
7101,0.08843045439802798
7541,0.016390533970086375
7418,0.007393854728135971
7252,0.15666833490949655
7051,0.048171038129923835
7062,0.024530965199828666
7191,0.024530965199828666
7262,0.09886832728061021
6991,0.0243433994746377
7104,0.032153495246510844
7092,0.03206758286773828
7224,0.11215743430304595
6972,0.10234555640141953
7006,0.08503027940058883
7271,0.09350381103047219
7028,0.08058341701703287
7162,0.08244127559777323
7310,0.010663450187343916
6866,0.04145893183519737
7393,0.010663450187343916
7491,0.010663450187343916
7496,0.043973824525364046
7620,0.010663450187343916
7249,0.014020566240528162
7194,0.005178572833243145
6960,0.08117651873336486
6981,0.01014505884018223
7253,0.026471731051981976
7353,0.013892964454436559
7156,0.0645537174421504
7315,0.0962096030926164
7124,0.03594255012793815
6816,0.011175456407215493
7184,0.03254680677972187
7280,0.03570688966920225
7281,0.03305103807180013
7311,0.03486865009577037
7208,0.012385015800154352
7352,0.012385015800154352
7316,0.05138238564888339
7276,0.019253026397138228
6959,0.05165776513324351
6988,0.022223150572538163
7063,0.00954825917722226
7075,0.015197869156801607
6819,0.00954825917722226
6999,0.00954825917722226
7001,0.00954825917722226
7015,0.00954825917722226
7274,0.00954825917722226
7244,0.07977547441941801
7579,0.025430774850449343
7203,0.09025888259134673
7288,0.03605409251577966
4784,0.03605409251577966
7000,0.03726624661535548
7082,0.08236481087354196
7175,0.05069601587139381
7181,0.05384437156281011
7255,0.05668734246882818
7346,0.04829102888893178
7223,0.07668005712747487
7094,0.0460933556810909
7295,0.029645945664280502
7306,0.02397073442079898
7314,0.05225755794719439
7089,0.023926056142066537
7035,0.040215191992341866
7008,0.014995969974773702
7495,0.01152834453392073
7064,0.04515332352534967
7344,0.08541141512681605
7272,0.044752490282839036
7086,0.029628352670348402
7122,0.06841569231112099
7243,0.026018575413629157
7085,0.025472146267118616
6992,0.05807227901944641
7067,0.030297625099431815
7180,0.11204693572852524
7592,0.03354636367753263
7645,0.03345672126698601
7283,0.06567394997945854
7572,0.04387591675508464
7081,0.06694315919689407
7169,0.0128153418607261
7146,0.0128153418607261
7133,0.001976782251908962
7055,0.01909712318258316
7186,0.0029897834645931758
7134,0.020853607047068193
7427,0.009146890151572197
7487,0.009146890151572197
7656,0.009146890151572197
7270,0.005940675436954228
7648,0.007080450428167846
7127,0.004958645333149071
7264,0.00565245080622995
7277,0.0021886812753535985
6929,0.002169014260257326
7240,0.027272036816185043
7569,0.027027507922766862
7013,0.03257696010204235
7047,0.05570577185828097
7583,0.08208299776413151
7193,0.02566187909225933
7291,0.021038020282044757
7342,0.021038020282044757
7017,0.021232788771025506
7074,0.02103802028204476
7279,0.02500031842195486
7258,0.02500031842195486
7100,0.01187927283851415
7266,0.05605598173135754
7312,0.08538764034511406
6963,0.0275901079696056
7313,0.018197357424838766
7489,0.023898647187328165
7116,0.03459086992194679
7238,0.005847911823934802
7030,0.030738887429231743
6961,0.005129949758810837
7041,0.010591092460920715
7147,0.03284247751184126
7218,0.026439436093652124
7103,0.026439436093652124
7139,0.012515417572366202
7296,7.317520465494043e-06
7179,7.317520465494043e-06
7285,0.00013064710960818205
7256,0.00012991000890041568
7009,0.00012991000890041568
7386,0.005752223972718854
7215,0.0027402536631165263
7117,0.0038664902742836216
7347,0.005572762952690152
7018,0.005949287002012874
7221,0.006282536627939354
6748,0.006282536627939354
7337,1.1425380189147504e-21
7245,1.1425380189147504e-21
7534,0.0017795086996352783
7349,0.0013611796283066083
7187,0.0014636060268387106
7176,0.0038203773503864857
7322,0.006579837314491685
7350,0.005169540692348938
7079,0.008524886776216567
7623,0.0020490378529339237
7268,0.008168232816977686
7177,0.008168232816977686
7293,0.003409993831918746
7457,0.006010572323603638
7185,0.006010572323603638
7029,0.0002742217454350855
7663,0.001742199523551344
7189,0.004828089352025945
7429,0.004828089352025945
7325,0.0032878368030831093
7005,0.006444474750851971
7524,0.0003825655628824934
7212,0.00721230225855601
6983,0.007844425388828402
7011,0.00782346611036909
7152,0.008217019460961936
7662,0.0004160963513303907
7200,0.001437894588285323
7093,0.001437894588285323
7178,0.0007998585470993237
7343,0.0007998585470993237
7096,0.0007998585470993237
7229,0.0007998585470993237
