,0
7945,7.570965393744123e-05
665,0.0015737275595362698
7474,0.002314595573159519
6967,0.0005256151989426083
7371,0.0025941976135256794
7530,0.00022459478746354936
7813,0.00021779046765070463
8204,0.0006005317357513059
7446,4.2606987249561194e-05
7196,5.0563398667437025e-05
7326,0.0013306265869557773
7095,5.0563398667437025e-05
7226,0.0030384185314322413
7354,0.002324851237920466
7753,0.0010987372868713442
7119,0.0004663179452798867
9041,0.000595852051600022
7143,0.0018305615392496903
9450,0.0001290429431845671
7548,1.3350014165229382e-06
7555,0.0018524004913022351
8427,0.00035880205859604124
7599,0.002449221884507088
8337,0.0002335585748100021
1625,0.00022579154035479951
8192,2.4965054903622097e-05
9242,9.000811133446698e-05
8821,0.00300198711654366
11392,4.7213543600299746e-05
8889,0.014242565751814085
2252,0.002209593797947486
7895,0.0010196887680113645
10462,3.360033425353528e-05
8926,0.002941631165246815
2783,6.658324537712002e-06
9451,0.00015948256913161392
11513,0.00039919799924016376
5402,0.00040864513387089057
10015,5.8017360398518026e-05
11623,0.00012845059731509068
8056,0.0011644638972963157
7545,0.003918842025542645
9096,0.001476897386810818
10642,5.387322978146634e-05
10165,0.004015098721015707
11212,0.0
10702,0.0008706169178968947
10197,0.00022553542332746302
1530,0.0008359390854002829
6656,0.0002877637387996107
8199,0.0058447644035379736
9749,0.008313291202336533
2071,0.00037343340449039436
9241,0.0021025005008982493
6682,0.0019063973182591185
8729,0.0018704391547038346
9757,0.007888084536388588
1055,0.0010667465006701125
9248,0.003325125730796946
8746,0.001899290525438289
10290,0.011745174960314356
8245,0.00042775171585849675
2107,0.00011693744879256981
1598,0.0007346343547811221
9807,0.0017667999945114351
1103,0.0022396027299331454
1105,0.0006682832248767338
8277,0.0004451062358625472
1109,2.569572222245232e-06
10330,2.569572222245232e-06
1631,0.006735743679293146
9318,0.00046829052365030926
9831,0.00062396170402271
10856,0.0006778852738081062
1134,0.0007639359949486085
11374,0.0002925538574780087
1138,0.001768874380784346
628,0.00015694899126783828
1653,0.0014612767803481132
7803,0.009501643747262227
3207,0.0002474038427861289
7313,0.00388895402840575
657,0.002681977015552314
7316,0.006849225840895427
7837,0.0011768373995886313
7844,0.0013841486416530237
9897,0.0006178442524141041
2729,0.00019447830859624105
7851,0.005980704002561223
10414,0.00025444080519229813
10417,0.00012092035831601771
8373,0.0009178334641202491
1207,0.006345477602284293
9912,0.0014871094594625489
10428,0.00041088324112071694
7370,0.0007758788605900314
2262,0.0018864028132886273
7400,0.011636037931618317
1772,0.000973733370774293
239,0.00020632422975341939
8433,0.005923299870157002
9972,0.0003404095177586783
7415,0.0015628668252534476
11514,0.0001237800897130176
7944,0.00022784033562917873
11028,0.000128349974861692
10020,0.002347293713227026
7461,0.0062690821988781046
10027,0.0003863757056287488
7983,0.0006049794994952814
7992,0.006686657373718965
10044,0.000577841080741644
9544,0.0025398414485735604
2376,0.001283025081578457
10570,0.0015041327725131056
9560,0.0003927394672585705
9561,0.005905513728233237
9051,0.0012750452877355576
8046,0.000493962987150157
11124,0.00017074426529649939
10103,0.0007699148587434156
7547,0.00281387740744885
10109,0.0006907401311092474
1921,0.0017772872139107184
9610,0.0015386995310857562
9108,0.0011100604732082592
6552,0.0007464941291919241
9625,2.569572222245232e-06
11166,0.0
8096,0.0020449880887622213
4526,0.0020169863031839603
8634,0.0012039830920407538
8636,0.0013008829559969226
8643,0.0011147438036541502
1990,2.569572222245232e-06
7626,0.010879525198118932
8144,0.00022738238022665036
7638,0.003962202872299234
9686,0.0009391036786629331
6620,0.0009727176930152376
1500,0.00041527211300333835
1505,0.0009746149631410852
10725,0.00018149834385598054
4585,0.0006634598596090792
1005,0.0009927009317849944
10737,0.0007808119148237532
6653,0.00010891751653231874
1018,0.001731704045771414
8734,0.0007572425566509963
9249,0.0013315557975730604
8747,0.002299978196424059
9265,1.6966520979751296e-05
3122,0.0010296252351078416
8753,0.0009348072818526672
7730,0.004247882368213725
8763,0.00048095061817864245
7751,0.002381108803843189
9293,0.004690984012390178
10319,1.1014192432046787e-06
8286,0.001037424946047375
10344,9.887651326014411e-05
8814,0.0009386652137201954
9839,1.1014192432046787e-06
8817,0.00026757337745402605
2187,0.0001695415339272343
10891,0.0022864606198683304
682,0.0015417373577887694
9899,0.00018145485414223576
173,0.0004512792099358486
9392,0.0010059499387005963
7884,0.007251814391873334
7374,0.0009527406451591592
8914,0.0016281131430664808
7892,0.009294367233848636
10982,0.0007401316982661648
7402,0.004949927308693784
10475,0.0014737086127436752
7928,0.006804275622334743
9473,0.0011080017982333281
10498,0.0012138889133203557
8465,0.0003591817538449512
1314,0.0027931884966450014
8497,0.000538486984203355
9019,0.0018223055854812635
9024,0.0014340854892687543
8520,0.004584506371383475
7512,0.0008002446431569413
9565,0.00015986677148860904
8058,0.00011901344293350093
8576,0.0001650060645423274
8582,0.0003598575907401568
7571,0.006093819717282841
9121,0.00012310059130278786
10164,1.1014192432046787e-06
8631,0.004480198690678059
6589,0.008551939269000386
8127,0.005457456112757967
8128,0.0007872413812737094
8644,0.0005993093055574753
6614,0.0030620784575238758
8163,0.001383029011004107
9699,0.00031251778062607854
10211,0.000480813853590839
10218,7.409948001547695e-06
10731,0.0005232913681521873
9197,1.6966520979751296e-05
1017,0.00042983420231815803
9722,0.000883618203398205
8188,0.0028132083216634955
7677,0.0017582513429291967
9240,0.0024419691519575594
2591,0.0028034203971675697
8241,0.0006351101557337008
10306,6.572132849538677e-05
7790,0.003984544109632708
8306,0.0001458007396501733
3192,0.0008391698634173964
1164,0.0001254722478163508
8332,0.0003540795221185582
7834,0.0008615574003622328
1215,0.00013027103001891072
7889,0.00032322326999944157
10961,0.0003831181706856942
7891,0.00034979122593334827
7897,0.0036336889115065737
10970,0.00013684074066456817
9991,0.0025309058081663138
8467,0.001473959038670854
9001,0.0008447833546565594
10541,0.00019892322284448713
10053,0.00013027103001891072
10054,0.00013027103001891072
10062,0.0002638691653174786
8528,0.00012971274330649942
2389,0.00015656253437168932
9054,0.0008108307085881106
9058,7.075635374495004e-05
5512,0.0012954205814912681
2457,0.0024590289850655866
10182,0.00012108337454150002
1503,0.0003172882743913354
998,0.00011470119387501443
10222,0.0023980764975597302
9718,0.0025591834385892925
8186,6.256104597901316e-05
