Date,$,R$,£,€,CN¥,CHF,ISK,NZ$,NOK,CA$,SEK,A$,MYR,¥,₹,SGD,₩,₪,DKK,MX$,RUB,TRY,SDG,AED,PLN,NT$,HK$,BDT,IDR,ZAR,EGP,CLP,RWF,ARS,₫,HUF,PHP,VEF,PEN,COP,NGN,SAR
Jan-11,1.00,1.674656,0.634199,0.748811,6.59882,0.956725,116.794655,1.305204,5.854665,0.993814,6.6736,1.004306,3.061184,82.628231,45.444252,1.287046,1119.460013,3.584298,5.579996,12.121501,30.138487,1.565768,2.501799,3.6725,2.912477,29.124944,7.780409,71.053263,9040.263163,6.933142,5.813476,490.491962,595.442258,3.979844,19494.46578,206.191524,44.228191,4.3,2.788511,1867.229043,152.534293,3.75
Dec-10,1.00,1.69345,0.641569,0.756462,6.646918,0.969047,115.824688,1.330362,5.97754,1.008084,6.850269,1.006324,3.124991,83.290905,45.119178,1.305791,1145.064713,3.601471,5.637752,12.389943,30.815463,1.52494,2.452402,3.6725,3.022936,29.876928,7.774228,70.630457,9020.565395,6.818648,5.798027,474.118712,591.938837,3.974835,19493.09385,210.00771,43.91113,4.3,2.815529,1928.096407,152.577814,3.75
Nov-10,1.00,1.712578,0.62611,0.732405,6.653556,0.984214,112.220587,1.296366,5.966332,1.012563,6.823317,1.011499,3.118132,82.513022,44.998574,1.298787,1130.764855,3.645051,5.459858,12.328046,30.996623,1.444039,2.367896,3.6725,2.895115,30.376321,7.755143,70.435022,8949.049389,6.979728,5.755987,482.851109,591.735559,3.963798,19490.06962,201.830799,43.557046,4.3,2.803745,1864.261061,150.594573,3.75
Oct-10,1.00,1.682178,0.630594,0.719577,6.667656,0.968,111.45644,1.331064,5.836485,1.018332,6.67729,1.019203,3.100628,81.794824,44.425031,1.303521,1122.731956,3.613449,5.365669,12.43725,30.327195,1.424786,2.369623,3.6725,2.842113,30.851425,7.759123,70.496158,8928.383288,6.919762,5.730902,484.211724,585.701897,3.959101,19493.73206,197.172752,43.378653,4.3,2.794607,1808.492433,151.965928,3.75
Sep-10,1.00,1.72022,0.642893,0.765702,6.743384,1.001983,116.502746,1.374329,6.060568,1.034401,7.063651,1.067546,3.105063,84.376573,45.990426,1.334791,1161.283496,3.734988,5.702582,12.812361,30.808944,1.494847,2.365817,3.6725,3.02802,31.717254,7.765502,69.616913,8966.601364,7.137426,5.70425,493.859906,585.992416,3.950405,19477.1412,216.065655,44.216796,4.3,2.797007,1807.354949,152.529913,3.75
Aug-10,1.00,1.759834,0.63888,0.775758,6.787788,1.040168,119.307021,1.400877,6.154192,1.040297,7.30908,1.112101,3.152838,85.332527,46.574164,1.355832,1180.855966,3.793596,5.77901,12.765699,30.399519,1.511273,2.368549,3.6725,3.095237,31.939835,7.7705,69.500179,8975.961311,7.305698,5.697342,510.083704,587.615041,3.937936,19282.58255,218.355028,45.172882,4.3,2.805668,1820.40982,150.686789,3.75
Jul-10,1.00,1.769302,0.65447,0.783457,6.776681,1.054769,123.204602,1.40325,6.280924,1.042698,7.436914,1.141486,3.204964,87.541869,46.838615,1.377534,1204.932144,3.857493,5.838461,12.814935,30.644308,1.540363,2.36338,3.6725,3.1969,32.127702,7.776576,69.511921,9042.900838,7.541051,5.694897,530.13693,588.072697,3.929212,19055.96458,222.248844,46.255086,4.3,2.823904,1872.359478,150.056973,3.75
Jun-10,1.00,1.806934,0.678042,0.819193,6.818724,1.127877,128.235373,1.447366,6.476799,1.038186,7.841742,1.172771,3.264656,90.919565,46.563111,1.399213,1215.053211,3.851715,6.0955,12.725567,31.25188,1.57884,2.309101,3.6725,3.362153,32.241023,7.788969,69.504584,9149.599017,7.651056,5.680797,537.721416,582.689939,3.920594,18960.58497,230.599608,46.358678,4.3,2.839175,1927.34552,151.263588,3.75
May-10,1.00,1.811302,0.682452,0.796253,6.82786,1.129109,129.600618,1.434233,6.283838,1.039674,7.695449,1.149793,3.253567,92.150954,45.882965,1.393157,1167.272869,3.790834,5.925162,12.726313,30.468961,1.549174,2.22794,3.6725,3.23095,31.94158,7.787003,69.538616,9167.03415,7.651761,5.634452,539.37719,578.744083,3.897612,18972.61924,220.424081,45.625736,4.3,2.861025,1982.208543,151.754418,3.75
Apr-10,1.00,1.75674,0.652393,0.746006,6.825847,1.069534,127.617635,1.40339,5.917226,1.004571,7.207395,1.078908,3.202724,93.48913,44.482931,1.380392,1114.838304,3.712467,5.552384,12.230519,29.19235,1.490626,2.226079,3.6725,2.893218,31.547636,7.762741,69.43629,9027.307162,7.359661,5.528536,526.12365,575.180671,3.87417,18961.89485,198.095432,44.599005,4.3,2.856829,1939.532673,150.662702,3.75
Mar-10,1.00,1.78608,0.664514,0.73706,6.826301,1.067373,127.612663,1.422484,5.923785,1.023634,7.169869,1.096816,3.322578,90.678521,45.481208,1.399622,1136.904134,3.740692,5.484941,12.572097,29.570538,1.534575,2.230748,3.6725,2.867592,31.983961,7.76156,69.206764,9164.054105,7.413505,5.486519,525.992629,571.342672,3.859119,18916.26787,195.598586,45.692763,4.3,2.84587,1917.567352,150.02063,3.75
Feb-10,1.00,1.843972,0.640189,0.730765,6.829202,1.072104,128.283985,1.433304,5.916768,1.056105,7.270551,1.127724,3.415467,90.2073,46.333044,1.412108,1156.458506,3.745855,5.439826,12.944072,30.165921,1.51678,2.230205,3.6725,2.933531,32.144926,7.767553,69.361182,9342.57013,7.670371,5.498313,533.485817,574.251768,3.851705,18621.02906,198.190269,46.26492,4.3,2.882977,1952.838168,151.528,3.75
Jan-10,1.00,1.778991,0.618727,0.700779,6.82705,1.034682,125.854785,1.376852,5.733625,1.042701,7.14371,1.094877,3.375408,91.31662,45.932239,1.396463,1138.551071,3.711749,5.215511,12.810407,29.833854,1.473498,2.232875,3.6725,2.852401,31.897254,7.762268,69.109611,9294.162769,7.462595,5.448189,501.53007,570.152131,3.80388,18468.53398,188.823041,46.038862,3.7625,2.874621,1975.208426,150.371005,3.75
Dec-09,1.00,1.749768,0.615827,0.68454,6.827716,1.028127,125.181902,1.395009,5.7541,1.053657,7.125104,1.107852,3.412229,89.814057,46.609854,1.395566,1165.520017,3.789413,5.094293,12.851419,30.048388,1.506505,2.236449,3.6725,2.836995,32.362134,7.752824,69.002405,9464.691818,7.478057,5.485069,502.477475,568.99264,3.806666,18384.93232,187.0482,46.331693,2.15,2.89553,2015.576489,149.849781,3.75
Nov-09,1.00,1.728774,0.602657,0.670649,6.827346,1.013012,123.748576,1.371387,5.643434,1.059872,6.929482,1.088007,3.390076,89.170045,46.588317,1.388778,1163.640843,3.779509,4.990606,13.107341,28.958811,1.492854,2.257769,3.6725,2.792857,32.344345,7.750052,68.899916,9463.551212,7.519648,5.460191,506.620042,568.08525,3.810843,17930.21655,181.705844,47.041493,2.15,2.904889,1974.651037,151.08584,3.75
Oct-09,1.00,1.739509,0.618002,0.674987,6.827034,1.021817,124.069502,1.354444,5.642816,1.054266,6.959195,1.103065,3.403571,90.376697,46.698189,1.398088,1174.334282,3.728255,5.024498,13.220943,29.442586,1.472997,2.287515,3.6725,2.844926,32.335629,7.750086,68.901732,9488.038434,7.488165,5.475625,545.651135,566.856478,3.828041,17844.76114,181.230262,46.852989,2.15,2.880847,1901.391947,150.165629,3.75
Sep-09,1.00,1.821573,0.612113,0.686827,6.828305,1.040393,124.625071,1.421268,5.904368,1.081822,7.004407,1.160991,3.493112,91.44315,48.347239,1.423019,1214.736738,3.765798,5.111927,13.409617,30.7468,1.491053,2.35714,3.6725,2.855988,32.575104,7.750345,68.677901,9854.374231,7.520835,5.514599,548.605242,564.921596,3.840541,17817.90636,186.718018,48.053827,2.15,2.917078,1977.861263,153.148233,3.75
Aug-09,1.00,1.844311,0.604637,0.7009,6.832462,1.067897,127.09072,1.478675,6.07002,1.087956,7.163986,1.197186,3.517404,94.838413,48.309133,1.442199,1239.883733,3.830046,5.2175,13.005906,31.679346,1.488401,2.451956,3.6725,2.895578,32.887296,7.750676,68.753891,10002.12833,7.949479,5.538693,546.957206,564.873357,3.834903,17476.77508,189.284631,48.222279,2.15,2.959808,2017.396538,155.20608,3.75
Jul-09,1.00,1.932576,0.611149,0.709885,6.831898,1.07917,127.35151,1.552845,6.353434,1.123503,7.685931,1.242649,3.546672,94.473409,48.414016,1.449595,1262.511311,3.884803,5.285636,13.35595,31.511551,1.517665,2.391829,3.6725,3.050378,32.901201,7.750161,68.80881,10109.86365,7.951677,5.578679,540.2527,566.735362,3.804444,17546.24258,193.144629,48.07349,2.15,3.019205,2047.83733,149.43787,3.75
Jun-09,1.00,1.954265,0.611228,0.713503,6.833818,1.080809,126.423133,1.567385,6.378005,1.124581,7.757174,1.245997,3.517777,96.599155,47.743065,1.452447,1261.991916,3.941079,5.312508,13.328907,31.076147,1.546481,2.3794,3.6725,3.216865,32.812741,7.750739,68.856877,10213.6775,8.042309,5.603307,552.442951,565.909387,3.766475,17756.74819,200.109642,47.82949,2.15,2.996999,2085.717909,148.046801,3.75
May-09,1.00,2.068919,0.648193,0.732805,6.824454,1.107813,126.459591,1.660955,6.443534,1.151402,7.7546,1.30666,3.520777,96.609295,48.477647,1.460884,1252.915031,4.066276,5.45706,13.185335,31.927858,1.556924,2.358376,3.6725,3.231646,32.839297,7.75113,68.797081,10357.85368,8.387716,5.623049,565.432813,564.811262,3.723443,17767.01065,206.611165,47.328023,2.15,3.004948,2228.409673,147.259876,3.75
Apr-09,1.00,2.213568,0.680507,0.758238,6.830905,1.148442,126.902742,1.75337,6.662259,1.227256,8.250067,1.402894,3.606081,98.73546,50.050842,1.502839,1334.514532,4.188628,5.648217,13.466983,33.521838,1.613316,2.309944,3.6725,3.360853,33.679331,7.750284,68.661337,11030.80038,9.005133,5.630026,583.25746,566.587553,3.689978,17749.91679,223.888231,48.115128,2.15,3.102181,2380.495888,147.443891,3.75
Mar-09,1.00,2.315676,0.705064,0.766963,6.8325,1.156366,114.877873,1.882456,6.781288,1.262754,8.577447,1.50306,3.675304,97.835667,51.214615,1.529158,1453.892752,4.163405,5.714557,14.671584,34.622864,1.712971,2.284266,3.6725,3.545348,34.363224,7.750343,68.520004,11865.54607,9.963661,5.632603,591.951379,566.459489,3.650386,17456.78541,233.327163,48.362602,2.15,3.19416,2470.189412,147.647654,3.75
Feb-09,1.00,2.322134,0.693783,0.782243,6.836795,1.165846,113.929841,1.944031,6.871251,1.246844,8.533048,1.542892,3.634693,92.542258,49.304691,1.518394,1442.589668,4.099948,5.828809,14.59178,35.831489,1.664727,2.238851,3.6725,3.63539,34.303889,7.753668,68.645961,11916.20022,10.013451,5.572034,605.140482,565.837606,3.510058,17355.16442,233.367568,47.584664,2.15,3.243526,2514.519604,147.654676,3.75
Jan-09,1.00,2.311554,0.693946,0.755724,6.835803,1.128601,123.623246,1.824635,6.961955,1.226639,8.106163,1.484058,3.573103,90.421242,48.705545,1.491504,1361.640968,3.916181,5.631614,13.884532,32.0052,1.604829,2.220333,3.6725,3.198703,33.431167,7.756627,68.333349,11183.2867,9.920334,5.53229,622.382905,562.219973,3.46347,17416.31702,211.615755,47.101828,2.15,3.15342,2262.168322,146.156772,3.75
Dec-08,1.00,2.400733,0.672608,0.745201,6.856521,1.147404,155.711973,1.796357,7.009588,1.235212,8.005875,1.496823,3.553929,91.161063,48.581694,1.480381,1378.522191,3.870702,5.551944,13.44556,28.171892,1.554755,2.19583,3.6725,2.980245,33.170118,7.750534,68.434435,11373.9597,9.995913,5.519564,650.273962,552.835423,3.423316,17058.36871,197.431343,47.998288,2.15,3.125656,2261.252909,132.034192,3.75
Nov-08,1.00,2.275588,0.652498,0.785486,6.829188,1.190896,190.689,1.771679,6.919838,1.218249,7.955188,1.522453,3.588078,96.819209,48.889612,1.50674,1400.721355,3.889822,5.850681,13.096643,27.330845,1.598153,2.206742,3.6725,2.932284,33.124139,7.750966,68.367671,11770.65094,10.116989,5.533006,648.389006,551.96679,3.329078,16896.00638,208.428937,49.087992,2.15,3.093506,2330.551351,117.994578,3.75
Oct-08,1.00,2.187745,0.59144,0.751621,6.836149,1.140938,207.295572,1.646367,6.462694,1.176903,7.407117,1.455199,3.52144,100.120255,48.623386,1.476892,1322.721941,3.666992,5.602887,12.646817,26.451227,1.476343,2.142646,3.6725,2.691811,32.727201,7.75894,68.597471,9985.963652,9.738907,5.544147,623.4645,549.667473,3.232907,16662.01968,195.753083,47.977344,2.15,3.06187,2285.894707,117.73462,3.75
Sep-08,1.00,1.789386,0.556342,0.696091,6.837663,1.109709,91.393875,1.482179,5.67749,1.058048,6.656942,1.221149,3.4423,106.617581,45.543497,1.430133,1134.308927,3.545002,5.191664,10.63393,25.316699,1.241847,2.114787,3.6725,2.349439,32.004174,7.787801,68.484735,9346.932868,8.066171,5.433873,531.860535,547.872994,3.078942,16571.96913,167.540013,46.70882,2.15,2.973357,2077.654654,117.665715,3.75
Aug-08,1.00,1.610017,0.529656,0.668063,6.851819,1.082966,81.539148,1.409118,5.325603,1.052872,6.278354,1.133236,3.32908,109.276898,42.977149,1.404243,1046.288021,3.553345,4.983387,10.103038,24.215235,1.180122,2.098233,3.6725,2.199809,31.229578,7.808289,68.579331,9149.190702,7.661558,5.335229,516.563318,545.661285,3.033277,16583.82386,157.594251,44.95862,2.15,2.900817,1844.344984,117.712588,3.75
Jul-08,1.00,1.591473,0.502925,0.634154,6.836474,1.026877,78.387326,1.325442,5.104098,1.013017,5.996867,1.039159,3.250442,106.826127,42.792571,1.359482,1017.51239,3.373942,4.73072,10.216678,23.353086,1.212957,2.071101,3.6725,2.066748,30.429068,7.800047,68.500107,9158.54326,7.630102,5.315731,500.906556,540.969427,3.020727,16776.98101,147.00818,44.827868,2.15,2.857939,1781.923425,117.679652,3.75
Jun-08,1.00,1.619392,0.508952,0.64301,6.898371,1.037771,79.267776,1.313233,5.138738,1.016088,6.027414,1.050867,3.257702,106.906652,42.796739,1.368147,1031.921801,3.357439,4.795951,10.327353,23.644343,1.234962,2.058681,3.6725,2.169262,30.380186,7.807285,68.521984,9288.165698,7.938927,5.353284,493.125298,539.584812,3.047115,16488.64771,155.889222,44.302383,2.15,2.883879,1725.004611,117.771421,3.75
May-08,1.00,1.659993,0.509169,0.642842,6.972039,1.044444,75.519474,1.286354,5.055851,0.998361,5.985252,1.053087,3.219151,104.33583,42.173889,1.366571,1036.924069,3.373689,4.796171,10.43963,23.722723,1.247602,2.037454,3.6725,2.188117,30.632498,7.799739,68.462927,9279.857626,7.629496,5.354351,470.697458,540.715472,3.154457,16151.71745,159.240298,42.997373,2.15,2.803192,1780.591605,117.837649,3.75
Apr-08,1.00,1.688876,0.504663,0.634944,6.998984,1.013631,74.063432,1.267313,5.056148,1.013605,5.949307,1.07515,3.163113,102.580483,39.997621,1.36467,987.891632,3.521097,4.736899,10.516895,23.523594,1.30144,2.027371,3.6725,2.185656,30.383059,7.791977,68.599205,9204.386153,7.791721,5.422295,447.873976,542.564566,3.165284,16109.95,161.122926,41.770219,2.15,2.732154,1797.438292,117.485666,3.75
Mar-08,1.00,1.704461,0.499121,0.644179,7.074267,1.012712,72.132002,1.24591,5.134631,0.999382,6.056419,1.079589,3.185148,100.878621,40.297644,1.384051,980.728827,3.508237,4.803053,10.737162,23.72058,1.243355,1.307551,3.6725,2.27803,30.598358,7.782315,68.490655,9171.526286,7.966649,5.473123,443.103059,543.85513,3.156083,15919.86699,167.466802,41.234754,2.15,2.816868,1842.132175,116.791778,3.75
Feb-08,1.00,1.730256,0.509204,0.678146,7.165917,1.090493,66.500661,1.255428,5.390221,0.999527,6.350337,1.095596,3.224089,107.116111,39.692752,1.410978,944.233286,3.608542,5.054899,10.765114,24.503885,1.195603,1.223697,3.6725,2.425796,31.578756,7.797278,68.493367,9182.866845,7.655868,5.509815,467.042504,541.959562,3.157669,15952.03715,177.787496,40.5793,2.15,2.907675,1901.559134,117.393531,3.75
Jan-08,1.00,1.772621,0.507728,0.67948,7.240733,1.100949,64.211335,1.294729,5.406492,1.009804,6.40851,1.134382,3.267513,107.810744,39.255624,1.431056,942.861604,3.746935,5.062439,10.908516,24.481212,1.177061,1.224921,3.6725,2.45241,31.93439,7.804308,68.475141,9403.13689,7.005469,5.512529,479.268787,541.504256,3.14536,15977.19242,173.971266,40.821496,2.15,2.950541,1981.463637,117.720789,3.75
Dec-07,1.00,1.785304,0.494632,0.686388,7.371391,1.138838,62.339875,1.299301,5.499155,1.003405,6.474087,1.146472,3.333957,112.259666,39.353377,1.448736,931.255609,3.900941,5.120379,10.848534,24.566585,1.180213,1.195345,3.6725,2.472072,32.355826,7.797991,68.459518,9348.50044,6.83836,5.528875,498.562271,542.394251,3.138365,16031.74533,173.784189,41.561263,2.15,2.980223,2014.762377,117.898562,3.75
Nov-07,1.00,1.765707,0.482812,0.681078,7.420435,1.12284,60.835907,1.309631,5.415421,0.964432,6.326298,1.114919,3.355964,110.949462,39.449016,1.446664,918.277644,3.913997,5.076965,10.879495,24.461775,1.19162,1.226637,3.6725,2.490998,32.108893,7.778037,68.466338,9267.341439,6.710962,5.512988,506.147555,545.531617,3.136962,16064.97224,173.328709,43.091168,2.15,3.001359,2044.430819,119.412751,3.75
Oct-07,1.00,1.802502,0.489311,0.702903,7.502531,1.174272,60.660452,1.317128,5.409685,0.976395,6.448021,1.113225,3.374264,115.941668,39.456456,1.465429,914.919713,4.012901,5.239041,10.827154,24.88268,1.201131,1.244388,3.6725,2.605337,32.630732,7.754508,68.354977,9099.086716,6.774388,5.54398,500.793326,544.952494,3.159934,16083.55319,176.441617,44.207622,2.15,3.02381,2002.905131,123.475823,3.75
Sep-07,1.00,1.901699,0.495723,0.719744,7.522452,1.185706,63.762704,1.393564,5.636608,1.027367,6.682388,1.183736,3.472506,115.007921,40.151006,1.51196,929.447216,4.082282,5.362526,11.023892,25.313875,1.26235,1.307806,3.6725,2.727386,33.093731,7.782764,68.553836,9304.049472,7.119318,5.628618,515.62574,544.354198,3.146161,16186.07989,182.353634,45.999243,2.15,3.135818,2114.510757,125.580886,3.75
Aug-07,1.00,1.959629,0.497492,0.734129,7.573048,1.202668,64.95231,1.379363,5.853698,1.058613,6.844594,1.207229,3.483795,116.747369,40.698644,1.522852,934.811139,4.220532,5.464042,11.043065,25.635875,1.315816,1.399105,3.6725,2.798339,33.044386,7.815679,68.534034,9371.370058,7.223648,5.656914,522.664577,546.096162,3.151805,16206.82306,187.370132,46.149121,2.15,3.156849,2057.765232,126.482183,3.75
Jul-07,1.00,1.883595,0.491724,0.729123,7.575348,1.207933,60.639346,1.272051,5.787877,1.051188,6.696454,1.152689,3.440224,121.587087,40.295697,1.515725,918.4531,4.253172,5.425393,10.80904,25.5403,1.281413,1.313932,3.6725,2.747505,32.891416,7.819375,68.70466,9070.863109,6.978627,5.680607,519.614995,548.221585,3.112986,16128.71252,180.024269,45.51051,2.15,3.162259,1949.653177,127.181757,3.75
Jun-07,1.00,1.932464,0.503512,0.745255,7.632342,1.232854,62.79654,1.321936,6.006073,1.065202,6.952634,1.18719,3.445836,122.632672,40.579379,1.536598,928.11496,4.185015,5.548588,10.835353,25.915173,1.321159,1.350064,3.6725,2.837532,33.059634,7.81408,68.978323,8985.048179,7.169212,5.694304,526.605976,545.382756,3.078249,16108.89814,186.534703,46.181655,2.15,3.169668,1922.326951,127.522031,3.75
May-07,1.00,1.981424,0.504291,0.740134,7.67417,1.22166,62.996361,1.364906,6.024252,1.095032,6.813804,1.212176,3.401676,120.804112,40.60769,1.523261,927.581911,3.999649,5.515374,10.81627,25.830384,1.334353,1.357816,3.6725,2.79915,33.29295,7.818766,69.035485,8827.727122,7.020642,5.693356,521.765693,546.209958,3.079976,16050.41829,183.868603,46.72586,2.15,3.166328,2001.597861,127.586658,3.75
Apr-07,1.00,2.032953,0.502632,0.739896,7.724155,1.211526,65.377301,1.360976,6.007556,1.134604,6.834907,1.208713,3.436632,118.882925,41.925715,1.514953,930.754317,4.078447,5.514429,10.984223,25.825674,1.358621,1.387925,3.6725,2.822367,33.184087,7.815377,68.935933,9093.604542,7.109678,5.691369,531.570252,546.448936,3.08949,16031.81382,182.012561,47.664218,2.15,3.179599,2142.311702,127.907011,3.75
Mar-07,1.00,2.08878,0.513708,0.755213,7.738153,1.217693,66.978307,1.431374,6.142885,1.168464,7.022811,1.261611,3.489979,117.231931,43.834656,1.524446,943.101906,4.20197,5.625892,11.112775,26.105691,1.409243,1.456012,3.6725,2.934766,33.065955,7.813423,68.915284,9171.341928,7.357084,5.700932,538.122078,546.963173,3.101043,16007.80365,188.710476,48.384367,2.15,3.183384,2197.724886,128.191072,3.75
Feb-07,1.00,2.094357,0.510931,0.764899,7.75011,1.240021,67.313791,1.442551,6.186256,1.170989,7.028736,1.278031,3.495893,120.546543,44.003735,1.533488,937.1445,4.214483,5.701634,10.98815,26.316783,1.396642,1.416623,3.6725,2.978739,32.955183,7.811557,68.943645,9067.75011,7.174375,5.697201,540.85387,548.414941,3.102174,15984.92334,193.74893,48.314726,2.15,3.188969,2224.175773,128.183457,3.75
Jan-07,1.00,2.137545,0.510366,0.769353,7.788257,1.242865,70.025576,1.438595,6.368832,1.175894,6.985474,1.277255,3.507723,120.449895,44.232907,1.537323,936.916267,4.225977,5.734679,10.94705,26.509418,1.426027,1.456575,3.6725,2.984806,32.785658,7.80006,69.611747,9075.12778,7.189076,5.703378,540.448428,549.239615,3.084276,16050.29291,195.33053,48.891518,2.15,3.191528,2234.381905,128.184472,3.75
Dec-06,1.00,2.148864,0.509256,0.756861,7.822403,1.208669,69.323733,1.445089,6.174135,1.151331,6.840278,1.272595,3.550282,117.183837,44.594485,1.540502,925.131058,4.197552,5.642352,10.851621,26.286631,1.431919,1.458938,3.6725,2.885541,32.520972,7.773117,69.458123,9084.448352,7.045437,5.714284,527.562706,549.757842,3.05879,16062.71216,192.215012,49.401492,2.15,3.20589,2262.185984,128.343918,3.75
Nov-06,1.00,2.15543,0.523267,0.776416,7.863102,1.236263,69.31628,1.495499,6.401258,1.136102,7.066271,1.295325,3.643098,117.312999,44.798421,1.556485,935.499152,4.294726,5.789301,10.918071,26.598226,1.458339,1.480946,3.6725,2.96969,32.81772,7.782261,68.963071,9138.636344,7.268287,5.727071,526.926915,550.213902,3.075773,16082.53627,200.971103,49.829101,2.15,3.220973,2287.348547,128.255819,3.75
Oct-06,1.00,2.147682,0.533315,0.792983,7.901946,1.260691,68.421947,1.511884,6.658025,1.128826,7.337672,1.326835,3.678553,118.670875,45.439182,1.578428,953.406217,4.272901,5.912108,10.894996,26.869643,1.479159,1.515216,3.6725,3.093664,33.198161,7.785921,66.732052,9174.113413,7.650406,5.736374,531.086469,549.775423,3.096447,16051.60304,211.798316,49.974162,2.15,3.236254,2362.719424,128.183122,3.75
Sep-06,1.00,2.164254,0.530306,0.78554,7.931467,1.244348,70.136112,1.527973,6.484955,1.115719,7.278058,1.322805,3.671256,117.083237,46.103584,1.579343,952.803965,4.341402,5.860196,10.970719,26.754978,1.481992,1.530623,3.6725,3.113809,32.903309,7.782546,67.221222,9148.976007,7.421143,5.743718,538.493296,550.965735,3.098938,16030.47371,215.522019,50.30806,2.15,3.246584,2397.232473,128.251674,3.75
Aug-06,1.00,2.155793,0.528202,0.780571,7.97274,1.231374,70.316733,1.578327,6.23833,1.119162,7.188892,1.310445,3.674717,115.941304,46.511673,1.575607,961.200373,4.368544,5.823785,10.868817,26.754288,1.467622,1.506485,3.6725,3.047809,32.7996,7.776517,69.307434,9093.521393,6.94966,5.744676,538.680254,551.726351,3.078475,16008.13748,214.197447,51.292676,2.15,3.234421,2387.825637,128.169664,3.75
Jul-06,1.00,2.18783,0.542298,0.788455,7.990387,1.236826,74.37159,1.620174,6.259209,1.127755,7.267341,1.329955,3.668366,115.664792,46.448553,1.58344,950.769986,4.431182,5.881999,10.982808,26.916347,1.554181,1.589985,3.6725,3.150799,32.635263,7.773755,69.308811,9132.095788,7.08745,5.751089,540.820913,550.708373,3.083533,15994.63414,218.783909,52.265336,2.15,3.245342,2522.798515,128.260665,3.75
Jun-06,1.00,2.251576,0.542856,0.790583,8.006742,1.233406,74.618352,1.617758,6.211012,1.113802,7.301018,1.352153,3.665258,114.722965,45.996224,1.591269,954.704724,4.4739,5.895027,11.392442,27.003947,1.601642,1.706527,3.6725,3.183283,32.481977,7.763697,68.51688,9368.681761,6.992244,5.757888,542.191623,550.546856,3.080721,15983.01111,215.384047,53.170687,2.15,3.26369,2539.718132,128.263974,3.75
May-06,1.00,2.169727,0.535125,0.783143,8.015362,1.2189,71.809555,1.584941,6.107479,1.109878,7.307481,1.308946,3.610681,111.758494,45.330288,1.576659,941.322393,4.476726,5.839504,11.086058,27.048046,1.440585,1.557274,3.6725,3.050483,31.767256,7.754259,68.246746,9033.568685,6.331335,5.767862,520.402705,548.046938,3.054199,15967.09248,205.467833,52.170252,2.15,3.273551,2412.7521,128.424211,3.75
Apr-06,1.00,2.127854,0.566133,0.815017,8.015585,1.283521,74.918137,1.608319,6.391022,1.14521,7.607987,1.358037,3.660615,117.025997,44.859943,1.600835,952.442509,4.569171,6.081472,11.025348,27.544709,1.334999,1.35191,3.6725,3.193198,32.310754,7.756535,68.739878,8929.443916,6.084027,5.749117,516.759556,547.273803,3.066282,15925.6066,216.367382,51.399936,2.15,3.332814,2331.603776,128.271863,3.75
Mar-06,1.00,2.149679,0.573511,0.831988,8.035039,1.305433,69.661295,1.576833,6.637237,1.157945,7.822235,1.375964,3.703372,117.274318,44.397432,1.621166,974.927639,4.689811,6.207593,10.743553,27.868926,1.337048,1.362388,3.6725,3.231102,32.481119,7.759589,68.705099,9159.370383,6.253816,5.742977,529.242218,546.97997,3.075653,15913.21723,217.010746,51.164396,2.15,3.336272,2262.690019,128.288573,3.75
Feb-06,1.00,2.15655,0.572105,0.837665,8.051049,1.305118,64.144524,1.486116,6.751022,1.149512,7.825215,1.348794,3.726374,117.910723,44.266308,1.629054,969.95557,4.702799,6.252406,10.481294,28.211763,1.325958,1.338878,3.6725,3.178145,32.321668,7.759879,67.131884,9254.900167,6.121421,5.735949,525.099276,548.409836,3.068463,15923.45795,210.733014,51.745293,2.15,3.289192,2255.749819,128.921326,3.75
Jan-06,1.00,2.274115,0.566827,0.8263,8.066496,1.280295,61.625307,1.455529,6.640522,1.1588,7.693975,1.33457,3.753253,115.525045,44.317843,1.632791,983.314467,4.622296,6.165226,10.559383,28.365181,1.335091,1.351708,3.6725,3.156576,32.135557,7.754232,66.400626,9480.02275,6.099043,5.761563,525.32058,548.012944,3.046532,15935.95721,207.162936,52.541075,2.15,3.406859,2274.460801,129.556808,3.75
Dec-05,1.00,2.273028,0.572926,0.843503,8.07571,1.30562,63.563904,1.439867,6.72571,1.16209,7.955516,1.347792,3.778278,118.579271,45.589696,1.674716,1022.560225,4.620198,6.287586,10.626707,28.807721,1.352753,1.36109,3.6725,3.247655,33.408308,7.753542,66.072138,9847.809627,6.362914,5.828886,515.860023,548.496845,3.006618,15974.28826,213.140857,53.521415,2.15,3.4542,2278.704837,129.825975,3.75
Nov-05,1.00,2.208934,0.576448,0.848554,8.083792,1.310905,61.927648,1.449933,6.643803,1.183129,8.113265,1.360147,3.778675,118.447248,45.667115,1.698459,1040.549741,4.696168,6.329865,10.665663,28.780153,1.360375,1.372806,3.6725,3.36888,33.576529,7.754284,65.763507,10041.30011,6.661021,5.7668,529.703799,539.460426,2.965298,15901.9982,213.022182,54.520688,2.15,3.375482,2280.434628,130.48995,3.75
