eigen_max,pages_max,degcen_max,bet_max,avg_max,newman_max,vote_min,cumulate
NA,NA,NA,NA,NA,NA,NA,7.993331429346328
NA,NA,NA,NA,NA,NA,NA,0.1946322585091329
-0.6406358658410672,-0.8508534687304905,-0.7085014296251592,-0.582882105923747,-0.6438220124781912,-0.627207445700885,-0.627207445700885,-0.23197956640871228
NA,NA,NA,NA,NA,NA,NA,-0.2581323456747483
-0.6477072432055007,-0.8346217702102592,-0.6977968085057852,-0.5737296799603773,-0.7972399990035786,-0.5044185889249416,-0.5044185889249416,-0.3276051963161385
NA,NA,NA,NA,NA,NA,NA,-0.34331986251699176
NA,NA,NA,NA,NA,NA,NA,-0.34089804958015213
NA,NA,NA,NA,NA,NA,NA,0.12659747521434925
2.0891238255558644,2.9224168263195383,3.5456583774478236,3.8601704600496447,1.03459943636871,1.4161434559462955,1.4161434559462955,0.1591601659157322
NA,NA,NA,NA,NA,NA,NA,1.4883954812709754
-0.4689553422905387,0.015023342306685344,-0.03805992980778872,0.4273553711446527,-0.13367136195732374,0.4957106314029486,0.4957106314029486,-0.30871066682062026
NA,NA,NA,NA,NA,NA,NA,-0.3304553367067336
-0.5045502854078722,-0.5890521675893181,-0.4292914911072697,-0.5061085122426631,1.0059452358659817,0.44539770404482726,0.44539770404482726,-0.33866019138233705
-0.6531578723828225,-0.7920354178348108,-0.7054195663499022,-0.5461033649672948,-1.0524587055598307,-0.7735362921981436,-0.7735362921981436,-0.34278737450212493
-0.4752796347362516,-0.5015322599962029,-0.4823657987371355,-0.5262105219504923,-0.37731982133799147,0.06311107479225729,0.06311107479225729,0.3177904622099205
NA,NA,NA,NA,NA,NA,NA,-0.3415784524871517
-0.4858054981121421,-0.6016239137891947,-0.5687590869740863,-0.6022817695190182,-0.24010124953888726,0.15045844293058974,0.15045844293058974,-0.18720682865833316
NA,NA,NA,NA,NA,NA,NA,-0.16359969464417445
0.6169930263001016,0.48860859347358154,0.4400870908768614,0.18557049394918182,1.3563470641845699,0.6499679797285526,0.6499679797285526,1.8824486936190963
0.03868720994276147,0.5422564733637804,0.824455141775661,-0.09376411459166882,0.5645613083674677,0.922827757640683,0.922827757640683,0.027016018126595247
NA,NA,NA,NA,NA,NA,NA,0.6338579565940812
-0.654163412449143,-0.8315948855782634,-0.7171656020072171,-0.6084013124210748,-1.1728989940470507,-0.6518492446224051,-0.6518492446224051,-0.16885653468958003
NA,NA,NA,NA,NA,NA,NA,-0.23015840899500994
NA,NA,NA,NA,NA,NA,NA,-0.29132127685878695
NA,NA,NA,NA,NA,NA,NA,-0.3290220912919892
NA,NA,NA,NA,NA,NA,NA,-0.32896590646256013
NA,NA,NA,NA,NA,NA,NA,0.18318309779776942
NA,NA,NA,NA,NA,NA,NA,-0.21313112304172604
NA,NA,NA,NA,NA,NA,NA,-0.3332588532423866
NA,NA,NA,NA,NA,NA,NA,-0.32199138738260324
-0.6534473829074393,-0.8726729685529274,-0.7182694752793091,-0.6084013124210748,-0.9578270503198719,-0.7492862368784661,-0.7492862368784661,0.16836008620855986
-0.6526565960222523,-0.7999197437766044,-0.7018838181406349,-0.6023278718628758,-1.0309515111871128,-0.7881942136188866,-0.7881942136188866,-0.32530081698345736
-0.25620738367859314,-0.58661520665661,-0.42109414080371027,-0.5964675652158175,0.9596588124211072,0.3747791496128045,0.3747791496128045,0.20839261915818547
-0.6540426279670404,-0.9040220052533626,-0.7268360812322471,-0.6084013124210748,-0.9148126615744362,-0.8681854138496782,-0.8681854138496782,-0.34447291938499874
