reps 1,reps 2,reps 3,reps 4,reps 5,reps 6,reps 7,reps 8,reps 9
15.040501122547417,-0.01828110402579377,-0.005393411120485971,0.14145656579852667,0.038847474432536076,-0.049954265484397,-0.02883813974063573,-0.02294806109812848,1.5554883311152476
15.527088658761025,0.062377286542726354,-0.007364323411986161,0.16945999232424774,0.10943304971582549,-0.058987065437817066,-0.003933110315800691,-0.05289506659419038,1.2309914648080496
15.957581381718999,0.12545809438135672,-0.04283217755167519,0.26219706001759374,0.08815807836528347,-0.055233254414593314,-0.11660277508646186,-0.041921669854983114,1.0609080931363741
16.232290119775,0.12119981292860944,-0.034511907652775196,0.30391870085834255,0.06916797699654391,-0.0512925321988683,-0.10568420199865748,-0.052111772997926936,1.0137514684341382
16.442224464242283,0.15111483775702284,-0.02649099079205642,0.3077135077219954,0.05961472730851817,-0.060149364111389776,-0.11802870951880666,-0.045813738064323914,0.9647510396241854
16.598421617636845,0.14171556301121724,-0.048286212340902517,0.2923090180155655,0.04252662573363332,-0.06772587619055472,-0.09782798564763605,-0.04485509453214418,0.935424467777534
16.703396411105896,0.14218580636528155,-0.04501294003420336,0.26779027324430804,0.03126640280321032,-0.07451304905859206,-0.07640713854136447,-0.0392101719579355,0.9280641157879095
16.78641683280726,0.13294578878753596,-0.06404160773695618,0.269973488281294,0.020149607944707996,-0.076258286196068,-0.06239341220321389,-0.01749534022026626,0.9082645561435202
16.85027704809792,0.1367351899049649,-0.05511746496880385,0.27821054360816044,0.01025076208752489,-0.07716172500487513,-0.06930193307790464,-0.03161811667884088,0.8936654965809776
16.89708510485913,0.1365472092638179,-0.06696004526778523,0.28069354353824577,-0.004655177224583154,-0.06949589116093738,-0.06599501298090968,-0.03730630353461277,0.8758647926705241
