"","clusters","index"
"394850.0","0","394850.0"
"472520.0","0","472520.0"
"462164.0","0","462164.0"
"478098.0","0","478098.0"
"490941.0","0","490941.0"
"480210.0","0","480210.0"
"487817.0","0","487817.0"
"490927.0","0","490927.0"
"566156.0","0","566156.0"
"568840.0","0","568840.0"
"424856.0","0","424856.0"
"570609.0","0","570609.0"
"353035.0","0","353035.0"
"561576.0","0","561576.0"
"23126.0","0","23126.0"
"460311.0","0","460311.0"
"488581.0","0","488581.0"
"352098.0","0","352098.0"
"5335.0","0","5335.0"
"2195.0","0","2195.0"
"510867.0","0","510867.0"
"502037.0","0","502037.0"
"494585.0","0","494585.0"
"9988.0","0","9988.0"
"36515.0","0","36515.0"
"512679.0","0","512679.0"
"544065.0","0","544065.0"
"14929.0","0","14929.0"
"26582.0","0","26582.0"
"5226.0","0","5226.0"
"21524.0","0","21524.0"
"9281.0","0","9281.0"
"517516.0","0","517516.0"
"5764.0","0","5764.0"
"497018.0","0","497018.0"
"38891.0","1","38891.0"
"44405.0","0","44405.0"
"550132.0","0","550132.0"
"520455.0","0","520455.0"
"10470.0","0","10470.0"
"551605.0","0","551605.0"
"4886.0","0","4886.0"
"25027.0","0","25027.0"
"13524.0","0","13524.0"
"20523.0","0","20523.0"
"9707.0","0","9707.0"
"41680.0","0","41680.0"
"6130.0","0","6130.0"
"26516.0","0","26516.0"
"93996.0","0","93996.0"
"493106.0","0","493106.0"
"495457.0","0","495457.0"
"530822.0","0","530822.0"
"547903.0","0","547903.0"
"6773.0","0","6773.0"
"4597.0","0","4597.0"
"514375.0","0","514375.0"
"550255.0","0","550255.0"
"513132.0","0","513132.0"
"4972.0","0","4972.0"
"25179.0","0","25179.0"
"17605.0","0","17605.0"
"8465.0","0","8465.0"
"1794.0","0","1794.0"
"4651.0","0","4651.0"
"502295.0","0","502295.0"
"993.0","1","993.0"
"44523.0","0","44523.0"
"502536.0","0","502536.0"
"525593.0","0","525593.0"
"5723.0","0","5723.0"
"10653.0","0","10653.0"
"10980.0","0","10980.0"
"537892.0","0","537892.0"
"1236.0","0","1236.0"
"506895.0","0","506895.0"
"9727.0","0","9727.0"
"15419.0","0","15419.0"
"499987.0","0","499987.0"
"18434.0","0","18434.0"
"544430.0","0","544430.0"
"524227.0","0","524227.0"
"524160.0","0","524160.0"
"495640.0","0","495640.0"
"506875.0","0","506875.0"
"505610.0","0","505610.0"
"2003.0","0","2003.0"
"10630.0","0","10630.0"
"15966.0","0","15966.0"
"530094.0","0","530094.0"
"713.0","0","713.0"
"524332.0","0","524332.0"
"534196.0","0","534196.0"
"2448.0","0","2448.0"
"500775.0","0","500775.0"
"15977.0","0","15977.0"
"527944.0","0","527944.0"
"525076.0","0","525076.0"
"4935.0","0","4935.0"
"16667.0","0","16667.0"
"1233.0","0","1233.0"
"493142.0","0","493142.0"
"509518.0","0","509518.0"
"54597.0","0","54597.0"
"533032.0","0","533032.0"
"532953.0","0","532953.0"
"509426.0","0","509426.0"
"228695.0","0","228695.0"
"499720.0","0","499720.0"
"507553.0","0","507553.0"
"6175.0","0","6175.0"
"23622.0","0","23622.0"
"239786.0","0","239786.0"
"548314.0","0","548314.0"
"41653.0","0","41653.0"
"15928.0","0","15928.0"
"15317.0","0","15317.0"
"506928.0","0","506928.0"
"7185.0","0","7185.0"
"44417.0","1","44417.0"
"510945.0","0","510945.0"
"38798.0","0","38798.0"
"4623.0","0","4623.0"
"5796.0","0","5796.0"
"45782.0","0","45782.0"
"101832.0","0","101832.0"
"37621.0","0","37621.0"
"525474.0","0","525474.0"
"11091.0","0","11091.0"
"19654.0","0","19654.0"
"4948.0","0","4948.0"
"2341.0","0","2341.0"
"18572.0","0","18572.0"
"8187.0","0","8187.0"
"18138.0","0","18138.0"
"1317.0","0","1317.0"
"6710.0","0","6710.0"
"64.0","1","64.0"
"526875.0","0","526875.0"
"747.0","0","747.0"
"525.0","0","525.0"
"367.0","0","367.0"
"15665.0","0","15665.0"
"6693.0","0","6693.0"
"9812.0","0","9812.0"
"10236.0","0","10236.0"
"13492.0","0","13492.0"
"6243.0","0","6243.0"
"5920.0","0","5920.0"
"10518.0","0","10518.0"
"5761.0","0","5761.0"
"18164.0","0","18164.0"
"40687.0","0","40687.0"
"506205.0","0","506205.0"
"2058.0","0","2058.0"
"5867.0","0","5867.0"
"5731.0","0","5731.0"
"517973.0","0","517973.0"
"15308.0","0","15308.0"
"18468.0","0","18468.0"
"2080.0","0","2080.0"
"15969.0","0","15969.0"
"5767.0","0","5767.0"
"534482.0","0","534482.0"
"497687.0","0","497687.0"
"518584.0","0","518584.0"
"509378.0","0","509378.0"
"527246.0","0","527246.0"
"38992.0","0","38992.0"
"14831.0","0","14831.0"
"4653.0","0","4653.0"
"38388.0","0","38388.0"
"530955.0","0","530955.0"
"5781.0","0","5781.0"
"495600.0","0","495600.0"
"526095.0","0","526095.0"
"25513.0","0","25513.0"
"12847.0","0","12847.0"
"14981.0","0","14981.0"
"5668.0","0","5668.0"
"533019.0","0","533019.0"
"14330.0","0","14330.0"
"2366.0","0","2366.0"
"8174.0","0","8174.0"
"1165.0","0","1165.0"
"14770.0","0","14770.0"
"18536.0","0","18536.0"
"15662.0","0","15662.0"
"24756.0","0","24756.0"
"506844.0","0","506844.0"
"532305.0","0","532305.0"
"20100.0","0","20100.0"
"586.0","0","586.0"
"17609.0","0","17609.0"
"3851.0","0","3851.0"
"15196.0","0","15196.0"
"18465.0","0","18465.0"
"36724.0","0","36724.0"
"461.0","0","461.0"
"19952.0","0","19952.0"
"10246.0","0","10246.0"
"510777.0","0","510777.0"
"14920.0","0","14920.0"
"19825.0","0","19825.0"
"54250.0","0","54250.0"
"8954.0","0","8954.0"
"18231.0","0","18231.0"
"13643.0","0","13643.0"
"9045.0","0","9045.0"
"526.0","0","526.0"
"525595.0","0","525595.0"
"9570.0","0","9570.0"
"494556.0","0","494556.0"
"519778.0","0","519778.0"
"51580.0","0","51580.0"
"36731.0","0","36731.0"
"40037.0","0","40037.0"
"534154.0","0","534154.0"
"39457.0","0","39457.0"
"1615.0","0","1615.0"
"5780.0","0","5780.0"
"537248.0","0","537248.0"
"11249.0","0","11249.0"
"497752.0","0","497752.0"
"19849.0","0","19849.0"
"17504.0","0","17504.0"
"15929.0","0","15929.0"
"10929.0","0","10929.0"
"2453.0","0","2453.0"
"13264.0","0","13264.0"
"529131.0","0","529131.0"
"4020.0","0","4020.0"
"546461.0","0","546461.0"
"6626.0","0","6626.0"
"16241.0","0","16241.0"
"42805.0","0","42805.0"
"15316.0","0","15316.0"
"504215.0","0","504215.0"
"1162.0","0","1162.0"
"49747.0","0","49747.0"
"1334.0","0","1334.0"
"1690.0","1","1690.0"
"6647.0","0","6647.0"
"41997.0","0","41997.0"
"1010.0","0","1010.0"
"51966.0","0","51966.0"
"10241.0","0","10241.0"
"544966.0","0","544966.0"
"6122.0","0","6122.0"
"56196.0","0","56196.0"
"12729.0","0","12729.0"
"16153.0","0","16153.0"
"41693.0","0","41693.0"
"559.0","0","559.0"
"44677.0","0","44677.0"
"19630.0","0","19630.0"
"54201.0","0","54201.0"
"45783.0","0","45783.0"
"516808.0","0","516808.0"
"528458.0","0","528458.0"
"1655.0","0","1655.0"
"14622.0","0","14622.0"
"11012.0","0","11012.0"
"19141.0","0","19141.0"
"493883.0","0","493883.0"
"4927.0","0","4927.0"
"4627.0","0","4627.0"
"1109.0","0","1109.0"
"532269.0","0","532269.0"
"16710.0","0","16710.0"
"21077.0","0","21077.0"
"19503.0","0","19503.0"
"15935.0","0","15935.0"
"14608.0","0","14608.0"
"16620.0","0","16620.0"
"46370.0","0","46370.0"
"17699.0","1","17699.0"
"85571.0","0","85571.0"
"51987.0","0","51987.0"
"42703.0","0","42703.0"
"11256.0","0","11256.0"
"20329.0","0","20329.0"
"10704.0","0","10704.0"
"49739.0","0","49739.0"
"6885.0","0","6885.0"
"14768.0","0","14768.0"
"1901.0","0","1901.0"
"4830.0","0","4830.0"
"11270.0","0","11270.0"
"41891.0","0","41891.0"
"7180.0","0","7180.0"
"24710.0","0","24710.0"
"24006.0","0","24006.0"
"14053.0","0","14053.0"
"18430.0","0","18430.0"
"9226.0","0","9226.0"
"11199.0","0","11199.0"
"12468.0","1","12468.0"
"18137.0","0","18137.0"
"14917.0","0","14917.0"
"11242.0","0","11242.0"
"41224.0","0","41224.0"
"47323.0","0","47323.0"
"11334.0","0","11334.0"
"17683.0","0","17683.0"
"19708.0","0","19708.0"
"508216.0","0","508216.0"
"10974.0","0","10974.0"
"19142.0","0","19142.0"
"19956.0","0","19956.0"
"512111.0","0","512111.0"
"47620.0","0","47620.0"
"21141.0","0","21141.0"
"502250.0","0","502250.0"
"516527.0","0","516527.0"
"18958.0","0","18958.0"
"18214.0","0","18214.0"
"15934.0","0","15934.0"
"15945.0","0","15945.0"
"20941.0","0","20941.0"
"2275.0","0","2275.0"
"26167.0","0","26167.0"
"8882.0","0","8882.0"
"43848.0","0","43848.0"
"497406.0","0","497406.0"
"3838.0","1","3838.0"
"11247.0","0","11247.0"
"39111.0","0","39111.0"
"14010.0","0","14010.0"
"11329.0","0","11329.0"
"22656.0","0","22656.0"
"25021.0","0","25021.0"
"14753.0","0","14753.0"
"19392.0","0","19392.0"
"44998.0","0","44998.0"
"14288.0","0","14288.0"
"18956.0","0","18956.0"
"75639.0","0","75639.0"
"247160.0","0","247160.0"
"18713.0","0","18713.0"
"18513.0","0","18513.0"
"13224.0","0","13224.0"
"13983.0","0","13983.0"
"9756.0","0","9756.0"
"20985.0","0","20985.0"
"6011.0","0","6011.0"
"531395.0","0","531395.0"
"18215.0","0","18215.0"
"15281.0","0","15281.0"
"21253.0","0","21253.0"
"14403.0","0","14403.0"
"518840.0","0","518840.0"
"25320.0","0","25320.0"
"51280.0","0","51280.0"
"2081.0","0","2081.0"
"8300.0","0","8300.0"
"11191.0","0","11191.0"
"12575.0","0","12575.0"
"5568.0","0","5568.0"
"1734.0","0","1734.0"
"12813.0","0","12813.0"
"1116.0","0","1116.0"
"18759.0","0","18759.0"
"184.0","1","184.0"
"6065.0","0","6065.0"
"23528.0","0","23528.0"
"56981.0","0","56981.0"
"23982.0","0","23982.0"
"16646.0","0","16646.0"
"15976.0","0","15976.0"
"1189.0","0","1189.0"
"3853.0","0","3853.0"
"14136.0","0","14136.0"
"42747.0","0","42747.0"
"21169.0","0","21169.0"
"20584.0","0","20584.0"
"14782.0","0","14782.0"
"5901.0","1","5901.0"
"14943.0","0","14943.0"
"529587.0","0","529587.0"
"24852.0","0","24852.0"
"9037.0","0","9037.0"
"42682.0","0","42682.0"
"18197.0","0","18197.0"
"11246.0","0","11246.0"
"18827.0","0","18827.0"
"20641.0","0","20641.0"
"3982.0","0","3982.0"
"24574.0","0","24574.0"
"20266.0","0","20266.0"
"3587.0","0","3587.0"
"45827.0","0","45827.0"
"518029.0","0","518029.0"
"2865.0","0","2865.0"
"6653.0","0","6653.0"
"20817.0","0","20817.0"
"44851.0","0","44851.0"
"21526.0","0","21526.0"
"3856.0","0","3856.0"
"20668.0","0","20668.0"
"53450.0","0","53450.0"
"27296.0","0","27296.0"
"29.0","0","29.0"
"11288.0","0","11288.0"
"23792.0","0","23792.0"
"15936.0","0","15936.0"
"53113.0","0","53113.0"
"50262.0","0","50262.0"
"57834.0","0","57834.0"
"13116.0","0","13116.0"
"18675.0","0","18675.0"
"1525.0","0","1525.0"
"14916.0","0","14916.0"
"20818.0","0","20818.0"
"11118.0","0","11118.0"
"14978.0","0","14978.0"
"10942.0","0","10942.0"
"42725.0","0","42725.0"
"4915.0","0","4915.0"
"580146.0","0","580146.0"
"24465.0","0","24465.0"
"47210.0","0","47210.0"
"45001.0","0","45001.0"
"47248.0","0","47248.0"
"1128.0","0","1128.0"
"28773.0","0","28773.0"
"18501.0","0","18501.0"
"18143.0","0","18143.0"
"21159.0","0","21159.0"
"5941.0","0","5941.0"
"27099.0","0","27099.0"
"18180.0","0","18180.0"
"4422.0","0","4422.0"
"19288.0","0","19288.0"
"535690.0","0","535690.0"
"17642.0","0","17642.0"
"28456.0","0","28456.0"
"5964.0","0","5964.0"
"59303.0","0","59303.0"
"532274.0","0","532274.0"
"13266.0","0","13266.0"
"18778.0","0","18778.0"
"20886.0","0","20886.0"
"17488.0","0","17488.0"
"20816.0","0","20816.0"
"41661.0","0","41661.0"
"18547.0","0","18547.0"
"21401.0","0","21401.0"
"252895.0","0","252895.0"
"20804.0","0","20804.0"
"42924.0","0","42924.0"
"50963.0","0","50963.0"
"17417.0","0","17417.0"
"57365.0","0","57365.0"
"46294.0","0","46294.0"
"39177.0","0","39177.0"
"14147.0","0","14147.0"
"15294.0","0","15294.0"
"18220.0","0","18220.0"
"44036.0","0","44036.0"
"20675.0","0","20675.0"
"28451.0","0","28451.0"
"10866.0","0","10866.0"
"83031.0","0","83031.0"
"18591.0","0","18591.0"
"22776.0","0","22776.0"
"9761.0","0","9761.0"
"19284.0","0","19284.0"
"18871.0","0","18871.0"
"47319.0","0","47319.0"
"15711.0","0","15711.0"
"5785.0","0","5785.0"
"13649.0","0","13649.0"
"18761.0","0","18761.0"
"494687.0","0","494687.0"
"16674.0","0","16674.0"
"18839.0","0","18839.0"
"18498.0","0","18498.0"
"18512.0","0","18512.0"
"16605.0","0","16605.0"
"479127.0","0","479127.0"
"542025.0","0","542025.0"
"54621.0","0","54621.0"
"20847.0","0","20847.0"
"14455.0","0","14455.0"
"23661.0","0","23661.0"
"21057.0","0","21057.0"
"21055.0","0","21055.0"
"14185.0","0","14185.0"
"20062.0","0","20062.0"
"13007.0","0","13007.0"
"18017.0","0","18017.0"
"502033.0","0","502033.0"
"4620.0","0","4620.0"
"20410.0","0","20410.0"
"11033.0","0","11033.0"
"14412.0","0","14412.0"
"24486.0","0","24486.0"
"20662.0","0","20662.0"
"47642.0","0","47642.0"
"44602.0","0","44602.0"
"27385.0","0","27385.0"
"57368.0","0","57368.0"
"16733.0","0","16733.0"
"24727.0","0","24727.0"
"54237.0","0","54237.0"
"520884.0","0","520884.0"
"14237.0","0","14237.0"
"11240.0","0","11240.0"
"24523.0","0","24523.0"
"9798.0","0","9798.0"
"14263.0","0","14263.0"
"21365.0","0","21365.0"
"243035.0","0","243035.0"
"10391.0","0","10391.0"
"27859.0","0","27859.0"
"11195.0","0","11195.0"
"73753.0","0","73753.0"
"13251.0","0","13251.0"
"27655.0","0","27655.0"
"8849.0","0","8849.0"
"41099.0","0","41099.0"
"45667.0","0","45667.0"
"25587.0","0","25587.0"
"99479.0","0","99479.0"
"44724.0","0","44724.0"
"5066.0","0","5066.0"
"262081.0","0","262081.0"
"10915.0","0","10915.0"
"23826.0","0","23826.0"
"24639.0","0","24639.0"
"4006.0","0","4006.0"
"54397.0","0","54397.0"
"9013.0","0","9013.0"
"86093.0","0","86093.0"
"42241.0","0","42241.0"
"14059.0","0","14059.0"
"298401.0","0","298401.0"
"38609.0","0","38609.0"
"14196.0","0","14196.0"
"15601.0","0","15601.0"
"15967.0","0","15967.0"
"11266.0","0","11266.0"
"45307.0","0","45307.0"
"27359.0","0","27359.0"
"13570.0","0","13570.0"
"370473.0","0","370473.0"
"82927.0","0","82927.0"
"228547.0","0","228547.0"
"13273.0","0","13273.0"
"19815.0","0","19815.0"
"54208.0","1","54208.0"
"25310.0","0","25310.0"
"81233.0","0","81233.0"
"53345.0","0","53345.0"
"28685.0","0","28685.0"
"226104.0","0","226104.0"
"15295.0","0","15295.0"
"52823.0","0","52823.0"
"13605.0","0","13605.0"
"15531.0","0","15531.0"
"15536.0","0","15536.0"
"24806.0","0","24806.0"
"27558.0","0","27558.0"
"19283.0","0","19283.0"
"496718.0","0","496718.0"
"1973.0","0","1973.0"
"51077.0","0","51077.0"
"17505.0","0","17505.0"
"28596.0","0","28596.0"
"21377.0","0","21377.0"
"370299.0","0","370299.0"
"87313.0","0","87313.0"
"114672.0","0","114672.0"
"276888.0","0","276888.0"
"24875.0","0","24875.0"
"24886.0","0","24886.0"
"15617.0","0","15617.0"
"24857.0","0","24857.0"
"24838.0","0","24838.0"
"298389.0","0","298389.0"
"81177.0","0","81177.0"
"50235.0","0","50235.0"
"18456.0","0","18456.0"
"51455.0","0","51455.0"
"27549.0","0","27549.0"
"18664.0","0","18664.0"
"27518.0","0","27518.0"
"19619.0","0","19619.0"
"51420.0","0","51420.0"
"46756.0","0","46756.0"
"25666.0","0","25666.0"
"27864.0","0","27864.0"
"35785.0","0","35785.0"
"58026.0","0","58026.0"
"18228.0","0","18228.0"
"12893.0","0","12893.0"
"20021.0","0","20021.0"
"50028.0","0","50028.0"
"549756.0","0","549756.0"
"92124.0","0","92124.0"
"27853.0","0","27853.0"
"28460.0","0","28460.0"
"18934.0","0","18934.0"
"24467.0","0","24467.0"
"28407.0","0","28407.0"
"6995.0","0","6995.0"
"25026.0","0","25026.0"
"28656.0","0","28656.0"
"28550.0","0","28550.0"
"54896.0","0","54896.0"
"58046.0","0","58046.0"
"53226.0","0","53226.0"
"24654.0","0","24654.0"
"250487.0","0","250487.0"
"84392.0","0","84392.0"
"28688.0","0","28688.0"
"61501.0","0","61501.0"
"28721.0","0","28721.0"
"35775.0","0","35775.0"
"90810.0","0","90810.0"
"576878.0","0","576878.0"
"19684.0","0","19684.0"
"46645.0","0","46645.0"
"53626.0","0","53626.0"
"49629.0","0","49629.0"
"49649.0","0","49649.0"
"13058.0","0","13058.0"
"47147.0","0","47147.0"
"60581.0","0","60581.0"
"186064.0","0","186064.0"
"327549.0","0","327549.0"
"54400.0","0","54400.0"
"49729.0","0","49729.0"
"86589.0","0","86589.0"
"16827.0","0","16827.0"
"58598.0","0","58598.0"
"50273.0","0","50273.0"
"291466.0","0","291466.0"
"50131.0","0","50131.0"
"58408.0","0","58408.0"
"186396.0","0","186396.0"
"1238.0","0","1238.0"
"50083.0","1","50083.0"
"50379.0","0","50379.0"
"16451.0","0","16451.0"
"15450.0","0","15450.0"
"401538.0","0","401538.0"
"114896.0","0","114896.0"
"20278.0","0","20278.0"
"50500.0","0","50500.0"
"50544.0","0","50544.0"
"54505.0","0","54505.0"
"50857.0","0","50857.0"
"19235.0","0","19235.0"
"511368.0","0","511368.0"
"54316.0","0","54316.0"
"75654.0","0","75654.0"
"61262.0","0","61262.0"
"517412.0","0","517412.0"
"17988.0","0","17988.0"
"60723.0","0","60723.0"
"24714.0","0","24714.0"
"283511.0","0","283511.0"
"51398.0","0","51398.0"
"52052.0","0","52052.0"
"51365.0","0","51365.0"
"51399.0","0","51399.0"
"19361.0","0","19361.0"
"19919.0","0","19919.0"
"59118.0","0","59118.0"
"56836.0","0","56836.0"
"395499.0","0","395499.0"
"54827.0","0","54827.0"
"51750.0","0","51750.0"
"51913.0","0","51913.0"
"51971.0","0","51971.0"
"74464.0","0","74464.0"
"52046.0","0","52046.0"
"84016.0","0","84016.0"
"18177.0","0","18177.0"
"81336.0","0","81336.0"
"52517.0","0","52517.0"
"52594.0","0","52594.0"
"52643.0","0","52643.0"
"54226.0","0","54226.0"
"52889.0","0","52889.0"
"20463.0","0","20463.0"
"52667.0","0","52667.0"
"53006.0","0","53006.0"
"47735.0","0","47735.0"
"85350.0","0","85350.0"
"53068.0","0","53068.0"
"53158.0","0","53158.0"
"84048.0","0","84048.0"
"53813.0","0","53813.0"
"18264.0","0","18264.0"
"53902.0","0","53902.0"
"54053.0","0","54053.0"
"283274.0","0","283274.0"
"54380.0","0","54380.0"
"54436.0","0","54436.0"
"11282.0","0","11282.0"
"26361.0","0","26361.0"
"54702.0","0","54702.0"
"89312.0","0","89312.0"
"55393.0","0","55393.0"
"58455.0","0","58455.0"
"56673.0","0","56673.0"
"20171.0","0","20171.0"
"543881.0","0","543881.0"
"549656.0","0","549656.0"
"283398.0","0","283398.0"
"58435.0","0","58435.0"
"59301.0","0","59301.0"
"91984.0","0","91984.0"
"22185.0","0","22185.0"
"59639.0","0","59639.0"
"59783.0","0","59783.0"
"259728.0","0","259728.0"
"60453.0","0","60453.0"
"60477.0","0","60477.0"
"19818.0","0","19818.0"
"79366.0","0","79366.0"
"496360.0","0","496360.0"
"4049.0","0","4049.0"
"4774.0","0","4774.0"
"493245.0","0","493245.0"
"57103.0","0","57103.0"
"76068.0","0","76068.0"
"62360.0","0","62360.0"
"247149.0","0","247149.0"
"12663.0","0","12663.0"
"21774.0","0","21774.0"
"63538.0","0","63538.0"
"63621.0","0","63621.0"
"63702.0","0","63702.0"
"88552.0","0","88552.0"
"141623.0","0","141623.0"
"247136.0","0","247136.0"
"121326.0","0","121326.0"
"64100.0","0","64100.0"
"16869.0","0","16869.0"
"73763.0","0","73763.0"
"73875.0","0","73875.0"
"227680.0","0","227680.0"
"74265.0","0","74265.0"
"74267.0","0","74267.0"
"74427.0","0","74427.0"
"78693.0","0","78693.0"
"74550.0","0","74550.0"
"74946.0","0","74946.0"
"249853.0","0","249853.0"
"75787.0","0","75787.0"
"75804.0","0","75804.0"
"75913.0","0","75913.0"
"246983.0","0","246983.0"
"81039.0","0","81039.0"
"76438.0","0","76438.0"
"24747.0","0","24747.0"
"78143.0","0","78143.0"
"76870.0","0","76870.0"
"33186.0","0","33186.0"
"77532.0","0","77532.0"
"276747.0","0","276747.0"
"78307.0","0","78307.0"
"13083.0","0","13083.0"
"78891.0","0","78891.0"
"46637.0","0","46637.0"
"531779.0","0","531779.0"
"80013.0","0","80013.0"
"10052.0","0","10052.0"
"81211.0","0","81211.0"
"347157.0","0","347157.0"
"139817.0","0","139817.0"
"57363.0","0","57363.0"
"18139.0","0","18139.0"
"82322.0","0","82322.0"
"77125.0","0","77125.0"
"24455.0","0","24455.0"
"84145.0","0","84145.0"
"56326.0","0","56326.0"
"304718.0","0","304718.0"
"27397.0","0","27397.0"
"19237.0","0","19237.0"
"57656.0","0","57656.0"
"240406.0","0","240406.0"
"79895.0","0","79895.0"
"87414.0","0","87414.0"
"87555.0","0","87555.0"
"74461.0","0","74461.0"
"80185.0","0","80185.0"
"102368.0","0","102368.0"
"222017.0","0","222017.0"
"74522.0","0","74522.0"
"88630.0","0","88630.0"
"87327.0","0","87327.0"
"89508.0","0","89508.0"
"337320.0","0","337320.0"
"56330.0","1","56330.0"
"91128.0","0","91128.0"
"93127.0","0","93127.0"
"88392.0","0","88392.0"
"95163.0","0","95163.0"
"95636.0","0","95636.0"
"96135.0","0","96135.0"
"96357.0","0","96357.0"
"232618.0","0","232618.0"
"231157.0","0","231157.0"
"96892.0","0","96892.0"
"97076.0","0","97076.0"
"136825.0","0","136825.0"
"236382.0","0","236382.0"
"186005.0","0","186005.0"
"98201.0","0","98201.0"
"98252.0","0","98252.0"
"98671.0","0","98671.0"
"99556.0","0","99556.0"
"99797.0","0","99797.0"
"23320.0","0","23320.0"
"380216.0","0","380216.0"
"100800.0","0","100800.0"
"101132.0","0","101132.0"
"100784.0","0","100784.0"
"235065.0","0","235065.0"
"102668.0","0","102668.0"
"103809.0","0","103809.0"
"247157.0","0","247157.0"
"114958.0","0","114958.0"
"188298.0","0","188298.0"
"184282.0","0","184282.0"
"184573.0","0","184573.0"
"224493.0","0","224493.0"
"80762.0","0","80762.0"
"308538.0","0","308538.0"
"348130.0","0","348130.0"
"292859.0","0","292859.0"
"188192.0","0","188192.0"
"8657.0","0","8657.0"
"264049.0","0","264049.0"
"110918.0","0","110918.0"
"360620.0","0","360620.0"
"221829.0","0","221829.0"
"222726.0","0","222726.0"
"222824.0","0","222824.0"
"615477.0","0","615477.0"
"90706.0","0","90706.0"
"224335.0","0","224335.0"
"224941.0","0","224941.0"
"431079.0","0","431079.0"
"228974.0","0","228974.0"
"73629.0","0","73629.0"
"86606.0","0","86606.0"
"513816.0","0","513816.0"
"266437.0","0","266437.0"
"233195.0","0","233195.0"
"285312.0","0","285312.0"
"235084.0","0","235084.0"
"235750.0","0","235750.0"
"281106.0","0","281106.0"
"302498.0","0","302498.0"
"242778.0","0","242778.0"
"238642.0","0","238642.0"
"239273.0","0","239273.0"
"240188.0","0","240188.0"
"23423.0","0","23423.0"
"328782.0","0","328782.0"
"187028.0","0","187028.0"
"243016.0","0","243016.0"
"244781.0","0","244781.0"
"314201.0","0","314201.0"
"331508.0","0","331508.0"
"246343.0","0","246343.0"
"187029.0","0","187029.0"
"257561.0","0","257561.0"
"248101.0","0","248101.0"
"248244.0","0","248244.0"
"57679.0","0","57679.0"
"92067.0","0","92067.0"
"78599.0","0","78599.0"
"251561.0","0","251561.0"
"252141.0","0","252141.0"
"253443.0","0","253443.0"
"260572.0","0","260572.0"
"158366.0","0","158366.0"
"255360.0","0","255360.0"
"29912.0","0","29912.0"
"365718.0","0","365718.0"
"255855.0","0","255855.0"
"257240.0","0","257240.0"
"329245.0","0","329245.0"
"387220.0","0","387220.0"
"259835.0","0","259835.0"
"643496.0","0","643496.0"
"257047.0","0","257047.0"
"263829.0","0","263829.0"
"264079.0","0","264079.0"
"264404.0","0","264404.0"
"265108.0","0","265108.0"
"121975.0","0","121975.0"
"265877.0","0","265877.0"
"266087.0","0","266087.0"
"269733.0","0","269733.0"
"271833.0","0","271833.0"
"408944.0","0","408944.0"
"25265.0","0","25265.0"
"274931.0","0","274931.0"
"274995.0","0","274995.0"
"275767.0","0","275767.0"
"439514.0","0","439514.0"
"277779.0","0","277779.0"
"280343.0","0","280343.0"
"282012.0","0","282012.0"
"283431.0","0","283431.0"
"327826.0","0","327826.0"
"284296.0","0","284296.0"
"325104.0","0","325104.0"
"286444.0","0","286444.0"
"287537.0","0","287537.0"
"287719.0","0","287719.0"
"288022.0","0","288022.0"
"288792.0","0","288792.0"
"292032.0","0","292032.0"
"293594.0","0","293594.0"
"283677.0","0","283677.0"
"346142.0","0","346142.0"
"294446.0","0","294446.0"
"65213.0","0","65213.0"
"56695.0","0","56695.0"
"302656.0","0","302656.0"
"296668.0","0","296668.0"
"309044.0","0","309044.0"
"335614.0","0","335614.0"
"264753.0","0","264753.0"
"57759.0","0","57759.0"
"315114.0","0","315114.0"
"346934.0","0","346934.0"
"58016.0","0","58016.0"
"318942.0","0","318942.0"
"306500.0","0","306500.0"
"246980.0","0","246980.0"
"302948.0","0","302948.0"
"323117.0","0","323117.0"
"334830.0","0","334830.0"
"54858.0","0","54858.0"
"335025.0","0","335025.0"
"334131.0","0","334131.0"
"336834.0","0","336834.0"
"18003.0","0","18003.0"
"339259.0","0","339259.0"
"315647.0","0","315647.0"
"353020.0","0","353020.0"
"353709.0","0","353709.0"
"356078.0","0","356078.0"
"356426.0","0","356426.0"
"362632.0","0","362632.0"
"361213.0","0","361213.0"
"239945.0","0","239945.0"
"330576.0","0","330576.0"
"364339.0","0","364339.0"
"257643.0","0","257643.0"
"580954.0","0","580954.0"
"74786.0","0","74786.0"
"373100.0","0","373100.0"
"87621.0","0","87621.0"
"355658.0","0","355658.0"
"21062.0","0","21062.0"
"385519.0","0","385519.0"
"385976.0","0","385976.0"
"386549.0","0","386549.0"
"387371.0","0","387371.0"
"389763.0","0","389763.0"
"394363.0","0","394363.0"
"395045.0","0","395045.0"
"396420.0","0","396420.0"
"397450.0","0","397450.0"
"85135.0","0","85135.0"
"401564.0","0","401564.0"
"65214.0","0","65214.0"
"240921.0","0","240921.0"
"402939.0","0","402939.0"
"405480.0","0","405480.0"
"361785.0","0","361785.0"
"57916.0","0","57916.0"
"407761.0","0","407761.0"
"407381.0","0","407381.0"
"159729.0","0","159729.0"
"56993.0","0","56993.0"
"415207.0","0","415207.0"
"417046.0","0","417046.0"
"425441.0","0","425441.0"
"629209.0","0","629209.0"
"434935.0","0","434935.0"
"437152.0","0","437152.0"
"19610.0","0","19610.0"
"441312.0","0","441312.0"
"444980.0","0","444980.0"
"445917.0","0","445917.0"
"385078.0","0","385078.0"
"448276.0","0","448276.0"
"56744.0","0","56744.0"
