"","clusters","index"
"255621.0","0","255621.0"
"22929.0","0","22929.0"
"458276.0","0","458276.0"
"460926.0","0","460926.0"
"461504.0","0","461504.0"
"469611.0","0","469611.0"
"488651.0","0","488651.0"
"557435.0","0","557435.0"
"403702.0","0","403702.0"
"567891.0","0","567891.0"
"576335.0","0","576335.0"
"595183.0","0","595183.0"
"595419.0","0","595419.0"
"595679.0","0","595679.0"
"17466.0","0","17466.0"
"9840.0","1","9840.0"
"536681.0","0","536681.0"
"495922.0","0","495922.0"
"526630.0","0","526630.0"
"545516.0","0","545516.0"
"36423.0","0","36423.0"
"44627.0","0","44627.0"
"519506.0","0","519506.0"
"533255.0","0","533255.0"
"546845.0","0","546845.0"
"36357.0","0","36357.0"
"544764.0","0","544764.0"
"10371.0","0","10371.0"
"17586.0","0","17586.0"
"43680.0","0","43680.0"
"10723.0","0","10723.0"
"513682.0","0","513682.0"
"499772.0","0","499772.0"
"14956.0","0","14956.0"
"510930.0","0","510930.0"
"514036.0","0","514036.0"
"526166.0","0","526166.0"
"42295.0","0","42295.0"
"17627.0","0","17627.0"
"39591.0","0","39591.0"
"524055.0","0","524055.0"
"529810.0","0","529810.0"
"504638.0","0","504638.0"
"529123.0","0","529123.0"
"525660.0","0","525660.0"
"496199.0","0","496199.0"
"531917.0","0","531917.0"
"514240.0","0","514240.0"
"45536.0","1","45536.0"
"511282.0","0","511282.0"
"549884.0","0","549884.0"
"43301.0","0","43301.0"
"39645.0","0","39645.0"
"543304.0","0","543304.0"
"502119.0","0","502119.0"
"40339.0","0","40339.0"
"42267.0","0","42267.0"
"40259.0","0","40259.0"
"536412.0","0","536412.0"
"514752.0","0","514752.0"
"39312.0","0","39312.0"
"496387.0","0","496387.0"
"534914.0","0","534914.0"
"501742.0","0","501742.0"
"514096.0","0","514096.0"
"537911.0","0","537911.0"
"541939.0","0","541939.0"
"541313.0","0","541313.0"
"40761.0","0","40761.0"
"523226.0","0","523226.0"
"42123.0","0","42123.0"
"14030.0","0","14030.0"
"24117.0","0","24117.0"
"1256.0","0","1256.0"
"40342.0","0","40342.0"
"530168.0","0","530168.0"
"550260.0","0","550260.0"
"510310.0","0","510310.0"
"495053.0","0","495053.0"
"518131.0","0","518131.0"
"15996.0","0","15996.0"
"539859.0","0","539859.0"
"549170.0","0","549170.0"
"12749.0","0","12749.0"
"42213.0","0","42213.0"
"502911.0","0","502911.0"
"536539.0","0","536539.0"
"484.0","0","484.0"
"495388.0","0","495388.0"
"42733.0","0","42733.0"
"2452.0","0","2452.0"
"516476.0","0","516476.0"
"45048.0","0","45048.0"
"516966.0","0","516966.0"
"537538.0","0","537538.0"
"509924.0","0","509924.0"
"533966.0","0","533966.0"
"550001.0","0","550001.0"
"502347.0","0","502347.0"
"500694.0","0","500694.0"
"21759.0","0","21759.0"
"496035.0","0","496035.0"
"339304.0","0","339304.0"
"503229.0","0","503229.0"
"533548.0","0","533548.0"
"551271.0","0","551271.0"
"1471.0","1","1471.0"
"492701.0","0","492701.0"
"1713.0","0","1713.0"
"543537.0","0","543537.0"
"544909.0","0","544909.0"
"516610.0","0","516610.0"
"502346.0","0","502346.0"
"551200.0","0","551200.0"
"36388.0","0","36388.0"
"19254.0","0","19254.0"
"492957.0","0","492957.0"
"513377.0","0","513377.0"
"424.0","1","424.0"
"670.0","0","670.0"
"508596.0","0","508596.0"
"502781.0","0","502781.0"
"501692.0","0","501692.0"
"514400.0","0","514400.0"
"534788.0","0","534788.0"
"530418.0","0","530418.0"
"6978.0","0","6978.0"
"444.0","0","444.0"
"42490.0","0","42490.0"
"536463.0","0","536463.0"
"510291.0","0","510291.0"
"9011.0","0","9011.0"
"496093.0","0","496093.0"
"496587.0","0","496587.0"
"373700.0","0","373700.0"
"8329.0","1","8329.0"
"497092.0","0","497092.0"
"36437.0","0","36437.0"
"10728.0","0","10728.0"
"517757.0","0","517757.0"
"19105.0","0","19105.0"
"3883.0","0","3883.0"
"524977.0","0","524977.0"
"506242.0","0","506242.0"
"16699.0","0","16699.0"
"25788.0","0","25788.0"
"16818.0","0","16818.0"
"39967.0","0","39967.0"
"518137.0","0","518137.0"
"533925.0","0","533925.0"
"185287.0","0","185287.0"
"527926.0","0","527926.0"
"6635.0","1","6635.0"
"534331.0","0","534331.0"
"25059.0","0","25059.0"
"505138.0","0","505138.0"
"531436.0","0","531436.0"
"493524.0","0","493524.0"
"520760.0","0","520760.0"
"528990.0","0","528990.0"
"532134.0","0","532134.0"
"525334.0","0","525334.0"
"21763.0","0","21763.0"
"536909.0","0","536909.0"
"527972.0","0","527972.0"
"509377.0","0","509377.0"
"10238.0","0","10238.0"
"495912.0","0","495912.0"
"506311.0","0","506311.0"
"7153.0","1","7153.0"
"530481.0","0","530481.0"
"10085.0","0","10085.0"
"40334.0","0","40334.0"
"42042.0","0","42042.0"
"530758.0","0","530758.0"
"537.0","0","537.0"
"17876.0","0","17876.0"
"270874.0","0","270874.0"
"14587.0","0","14587.0"
"534429.0","0","534429.0"
"9694.0","0","9694.0"
"231221.0","0","231221.0"
"6205.0","0","6205.0"
"9250.0","0","9250.0"
"1982.0","0","1982.0"
"15960.0","0","15960.0"
"500080.0","0","500080.0"
"40948.0","0","40948.0"
"548205.0","0","548205.0"
"500265.0","0","500265.0"
"312.0","0","312.0"
"43033.0","0","43033.0"
"17944.0","0","17944.0"
"1838.0","0","1838.0"
"364.0","1","364.0"
"496159.0","0","496159.0"
"16828.0","0","16828.0"
"35375.0","0","35375.0"
"530143.0","0","530143.0"
"1834.0","0","1834.0"
"12573.0","0","12573.0"
"501660.0","0","501660.0"
"16639.0","0","16639.0"
"537838.0","0","537838.0"
"506219.0","0","506219.0"
"548454.0","0","548454.0"
"36785.0","0","36785.0"
"518862.0","0","518862.0"
"12538.0","0","12538.0"
"2292.0","0","2292.0"
"997.0","0","997.0"
"521814.0","0","521814.0"
"530757.0","0","530757.0"
"506733.0","0","506733.0"
"40366.0","0","40366.0"
"536343.0","0","536343.0"
"10287.0","0","10287.0"
"47732.0","0","47732.0"
"500267.0","0","500267.0"
"4616.0","0","4616.0"
"41125.0","0","41125.0"
"7009.0","0","7009.0"
"10937.0","0","10937.0"
"37314.0","0","37314.0"
"8880.0","0","8880.0"
"510392.0","0","510392.0"
"19103.0","0","19103.0"
"38382.0","0","38382.0"
"37239.0","0","37239.0"
"519464.0","0","519464.0"
"10871.0","0","10871.0"
"8873.0","0","8873.0"
"1216.0","0","1216.0"
"502458.0","0","502458.0"
"528217.0","0","528217.0"
"46159.0","0","46159.0"
"507159.0","0","507159.0"
"16776.0","0","16776.0"
"510549.0","0","510549.0"
"39352.0","0","39352.0"
"7229.0","1","7229.0"
"17851.0","0","17851.0"
"6947.0","0","6947.0"
"6678.0","0","6678.0"
"4769.0","0","4769.0"
"5225.0","0","5225.0"
"541798.0","0","541798.0"
"8279.0","1","8279.0"
"42487.0","0","42487.0"
"6906.0","0","6906.0"
"17934.0","0","17934.0"
"12539.0","0","12539.0"
"6762.0","1","6762.0"
"536223.0","0","536223.0"
"3926.0","0","3926.0"
"531352.0","0","531352.0"
"16184.0","0","16184.0"
"22022.0","0","22022.0"
"85848.0","0","85848.0"
"36988.0","0","36988.0"
"516974.0","0","516974.0"
"42792.0","0","42792.0"
"1721.0","0","1721.0"
"81763.0","0","81763.0"
"225878.0","0","225878.0"
"27697.0","0","27697.0"
"540193.0","0","540193.0"
"502801.0","0","502801.0"
"8621.0","0","8621.0"
"26938.0","0","26938.0"
"38557.0","0","38557.0"
"16003.0","0","16003.0"
"24182.0","0","24182.0"
"511227.0","0","511227.0"
"14963.0","1","14963.0"
"35735.0","0","35735.0"
"495877.0","0","495877.0"
"501453.0","0","501453.0"
"4844.0","0","4844.0"
"528652.0","0","528652.0"
"495166.0","0","495166.0"
"17979.0","0","17979.0"
"18037.0","0","18037.0"
"504211.0","0","504211.0"
"459.0","0","459.0"
"9244.0","0","9244.0"
"20583.0","0","20583.0"
"17868.0","0","17868.0"
"8669.0","0","8669.0"
"18755.0","0","18755.0"
"9336.0","0","9336.0"
"495290.0","0","495290.0"
"17894.0","0","17894.0"
"4444.0","0","4444.0"
"21570.0","0","21570.0"
"43074.0","0","43074.0"
"17897.0","0","17897.0"
"39126.0","0","39126.0"
"21769.0","0","21769.0"
"37262.0","0","37262.0"
"17860.0","0","17860.0"
"12708.0","0","12708.0"
"532453.0","0","532453.0"
"527.0","0","527.0"
"14335.0","0","14335.0"
"12467.0","0","12467.0"
"12591.0","0","12591.0"
"12890.0","0","12890.0"
"36997.0","0","36997.0"
"8225.0","0","8225.0"
"11077.0","0","11077.0"
"16598.0","0","16598.0"
"524278.0","0","524278.0"
"8325.0","0","8325.0"
"12542.0","0","12542.0"
"7138.0","0","7138.0"
"9219.0","0","9219.0"
"26257.0","0","26257.0"
"17877.0","0","17877.0"
"40527.0","0","40527.0"
"15972.0","0","15972.0"
"17416.0","0","17416.0"
"6997.0","0","6997.0"
"18487.0","0","18487.0"
"17899.0","0","17899.0"
"23634.0","0","23634.0"
"94834.0","0","94834.0"
"17891.0","0","17891.0"
"11203.0","0","11203.0"
"5443.0","0","5443.0"
"16581.0","0","16581.0"
"493563.0","0","493563.0"
"2493.0","0","2493.0"
"52662.0","0","52662.0"
"17863.0","0","17863.0"
"17986.0","0","17986.0"
"18470.0","0","18470.0"
"17856.0","0","17856.0"
"17853.0","0","17853.0"
"17168.0","0","17168.0"
"50354.0","0","50354.0"
"17981.0","0","17981.0"
"502159.0","0","502159.0"
"17951.0","0","17951.0"
"8759.0","0","8759.0"
"21157.0","0","21157.0"
"13223.0","0","13223.0"
"17938.0","0","17938.0"
"18011.0","0","18011.0"
"14349.0","0","14349.0"
"746.0","0","746.0"
"5807.0","0","5807.0"
"17930.0","0","17930.0"
"12778.0","0","12778.0"
"18577.0","0","18577.0"
"14588.0","0","14588.0"
"17984.0","0","17984.0"
"231313.0","0","231313.0"
"557.0","0","557.0"
"43694.0","0","43694.0"
"18096.0","0","18096.0"
"47199.0","0","47199.0"
"85623.0","0","85623.0"
"17987.0","0","17987.0"
"42091.0","0","42091.0"
"18296.0","0","18296.0"
"73911.0","0","73911.0"
"45378.0","0","45378.0"
"45406.0","0","45406.0"
"39944.0","0","39944.0"
"44688.0","0","44688.0"
"24399.0","0","24399.0"
"35743.0","0","35743.0"
"14211.0","0","14211.0"
"42723.0","0","42723.0"
"18566.0","0","18566.0"
"18041.0","0","18041.0"
"19514.0","0","19514.0"
"3830.0","0","3830.0"
"17402.0","0","17402.0"
"14228.0","0","14228.0"
"10861.0","0","10861.0"
"12540.0","0","12540.0"
"40340.0","0","40340.0"
"25594.0","0","25594.0"
"10366.0","0","10366.0"
"6928.0","0","6928.0"
"47414.0","0","47414.0"
"225812.0","0","225812.0"
"52316.0","0","52316.0"
"13133.0","0","13133.0"
"10876.0","0","10876.0"
"25311.0","0","25311.0"
"24498.0","0","24498.0"
"226574.0","0","226574.0"
"22018.0","0","22018.0"
"11069.0","0","11069.0"
"7118.0","0","7118.0"
"36702.0","0","36702.0"
"11300.0","0","11300.0"
"59520.0","0","59520.0"
"38835.0","0","38835.0"
"49191.0","0","49191.0"
"11152.0","0","11152.0"
"9130.0","0","9130.0"
"50967.0","0","50967.0"
"18777.0","0","18777.0"
"16130.0","0","16130.0"
"13295.0","0","13295.0"
"28050.0","0","28050.0"
"48287.0","0","48287.0"
"13607.0","0","13607.0"
"9449.0","0","9449.0"
"25967.0","0","25967.0"
"413.0","0","413.0"
"17510.0","0","17510.0"
"76064.0","0","76064.0"
"14090.0","0","14090.0"
"59223.0","0","59223.0"
"16155.0","0","16155.0"
"77703.0","0","77703.0"
"21387.0","1","21387.0"
"21422.0","0","21422.0"
"11055.0","0","11055.0"
"24891.0","0","24891.0"
"18066.0","0","18066.0"
"76590.0","0","76590.0"
"64015.0","0","64015.0"
"47192.0","0","47192.0"
"20122.0","0","20122.0"
"49892.0","0","49892.0"
"17922.0","0","17922.0"
"93829.0","0","93829.0"
"366989.0","0","366989.0"
"1681.0","0","1681.0"
"49921.0","0","49921.0"
"17862.0","0","17862.0"
"27718.0","0","27718.0"
"424554.0","0","424554.0"
"17967.0","0","17967.0"
"28387.0","0","28387.0"
"53600.0","0","53600.0"
"241255.0","0","241255.0"
"28484.0","0","28484.0"
"28604.0","0","28604.0"
"17883.0","0","17883.0"
"49179.0","0","49179.0"
"28595.0","0","28595.0"
"339599.0","0","339599.0"
"514459.0","0","514459.0"
"75900.0","0","75900.0"
"254068.0","0","254068.0"
"49561.0","1","49561.0"
"87969.0","0","87969.0"
"17900.0","0","17900.0"
"76511.0","0","76511.0"
"471087.0","0","471087.0"
"51246.0","0","51246.0"
"257158.0","0","257158.0"
"17936.0","0","17936.0"
"50029.0","0","50029.0"
"6471.0","0","6471.0"
"22583.0","0","22583.0"
"50203.0","0","50203.0"
"27323.0","0","27323.0"
"346139.0","0","346139.0"
"18006.0","0","18006.0"
"407741.0","0","407741.0"
"423175.0","0","423175.0"
"224727.0","0","224727.0"
"17948.0","0","17948.0"
"276755.0","0","276755.0"
"24449.0","0","24449.0"
"253807.0","0","253807.0"
"51978.0","0","51978.0"
"51089.0","0","51089.0"
"52159.0","0","52159.0"
"52250.0","0","52250.0"
"52307.0","0","52307.0"
"53017.0","0","53017.0"
"52748.0","0","52748.0"
"53070.0","0","53070.0"
"92212.0","0","92212.0"
"308119.0","0","308119.0"
"97879.0","0","97879.0"
"92240.0","0","92240.0"
"226407.0","0","226407.0"
"55385.0","0","55385.0"
"9603.0","0","9603.0"
"59019.0","0","59019.0"
"59285.0","0","59285.0"
"80224.0","0","80224.0"
"51667.0","0","51667.0"
"60640.0","0","60640.0"
"89696.0","0","89696.0"
"75869.0","0","75869.0"
"231756.0","0","231756.0"
"61533.0","0","61533.0"
"14728.0","0","14728.0"
"63016.0","0","63016.0"
"39220.0","0","39220.0"
"17889.0","0","17889.0"
"73759.0","0","73759.0"
"74828.0","0","74828.0"
"75657.0","0","75657.0"
"75776.0","0","75776.0"
"75879.0","0","75879.0"
"76600.0","0","76600.0"
"76663.0","0","76663.0"
"14789.0","0","14789.0"
"77033.0","0","77033.0"
"86434.0","0","86434.0"
"437312.0","0","437312.0"
"79147.0","0","79147.0"
"57561.0","0","57561.0"
"92299.0","0","92299.0"
"281468.0","0","281468.0"
"23358.0","0","23358.0"
"62708.0","0","62708.0"
"80579.0","0","80579.0"
"283400.0","0","283400.0"
"84284.0","0","84284.0"
"81274.0","0","81274.0"
"81892.0","0","81892.0"
"20300.0","0","20300.0"
"83054.0","0","83054.0"
"235920.0","0","235920.0"
"84180.0","0","84180.0"
"348551.0","0","348551.0"
"337714.0","0","337714.0"
"86624.0","0","86624.0"
"91907.0","0","91907.0"
"87793.0","0","87793.0"
"37573.0","0","37573.0"
"373836.0","0","373836.0"
"89328.0","0","89328.0"
"100.0","1","100.0"
"408841.0","0","408841.0"
"85639.0","0","85639.0"
"91853.0","0","91853.0"
"93629.0","0","93629.0"
"94073.0","0","94073.0"
"95203.0","0","95203.0"
"95651.0","0","95651.0"
"230129.0","0","230129.0"
"23065.0","0","23065.0"
"96442.0","0","96442.0"
"96519.0","0","96519.0"
"22081.0","0","22081.0"
"99875.0","0","99875.0"
"228287.0","0","228287.0"
"255513.0","0","255513.0"
"102686.0","0","102686.0"
"102971.0","0","102971.0"
"102774.0","0","102774.0"
"101705.0","0","101705.0"
"103295.0","0","103295.0"
"189286.0","0","189286.0"
"115070.0","0","115070.0"
"189123.0","0","189123.0"
"183431.0","0","183431.0"
"183742.0","0","183742.0"
"184100.0","0","184100.0"
"184216.0","0","184216.0"
"189117.0","0","189117.0"
"184957.0","0","184957.0"
"185501.0","0","185501.0"
"81037.0","0","81037.0"
"186389.0","0","186389.0"
"186543.0","0","186543.0"
"350478.0","0","350478.0"
"15405.0","0","15405.0"
"238593.0","0","238593.0"
"242804.0","0","242804.0"
"220759.0","0","220759.0"
"274804.0","0","274804.0"
"223973.0","0","223973.0"
"226833.0","0","226833.0"
"255313.0","0","255313.0"
"18145.0","0","18145.0"
"229236.0","0","229236.0"
"229410.0","0","229410.0"
"230257.0","0","230257.0"
"291828.0","0","291828.0"
"231430.0","0","231430.0"
"232020.0","0","232020.0"
"232544.0","0","232544.0"
"232611.0","0","232611.0"
"18002.0","0","18002.0"
"403544.0","0","403544.0"
"235548.0","0","235548.0"
"236086.0","0","236086.0"
"237540.0","0","237540.0"
"237581.0","0","237581.0"
"237078.0","0","237078.0"
"262069.0","0","262069.0"
"365430.0","0","365430.0"
"241897.0","0","241897.0"
"242048.0","0","242048.0"
"242261.0","0","242261.0"
"242609.0","0","242609.0"
"243089.0","0","243089.0"
"237598.0","0","237598.0"
"246542.0","0","246542.0"
"249381.0","0","249381.0"
"77825.0","0","77825.0"
"249416.0","0","249416.0"
"250784.0","0","250784.0"
"251697.0","0","251697.0"
"252666.0","0","252666.0"
"252555.0","0","252555.0"
"18034.0","0","18034.0"
"354019.0","0","354019.0"
"335883.0","0","335883.0"
"255122.0","0","255122.0"
"226945.0","0","226945.0"
"226543.0","0","226543.0"
"257373.0","0","257373.0"
"259431.0","0","259431.0"
"482303.0","0","482303.0"
"271883.0","0","271883.0"
"379297.0","0","379297.0"
"262629.0","0","262629.0"
"474264.0","0","474264.0"
"264617.0","0","264617.0"
"264915.0","0","264915.0"
"257425.0","0","257425.0"
"21271.0","0","21271.0"
"23314.0","0","23314.0"
"278071.0","0","278071.0"
"430335.0","0","430335.0"
"333635.0","0","333635.0"
"283882.0","0","283882.0"
"284429.0","0","284429.0"
"224787.0","0","224787.0"
"290604.0","0","290604.0"
"11231.0","0","11231.0"
"320193.0","0","320193.0"
"302104.0","0","302104.0"
"303709.0","0","303709.0"
"304169.0","0","304169.0"
"300854.0","0","300854.0"
"308294.0","0","308294.0"
"310255.0","0","310255.0"
"310745.0","0","310745.0"
"429086.0","0","429086.0"
"313334.0","0","313334.0"
"378936.0","0","378936.0"
"297179.0","0","297179.0"
"322317.0","0","322317.0"
"323944.0","0","323944.0"
"325966.0","0","325966.0"
"327664.0","0","327664.0"
"321376.0","0","321376.0"
"405933.0","0","405933.0"
"330214.0","0","330214.0"
"331141.0","0","331141.0"
"331587.0","0","331587.0"
"331959.0","0","331959.0"
"332358.0","0","332358.0"
"333000.0","0","333000.0"
"333850.0","0","333850.0"
"335331.0","0","335331.0"
"337799.0","0","337799.0"
"350359.0","0","350359.0"
"144528.0","0","144528.0"
"358612.0","0","358612.0"
"358649.0","0","358649.0"
"360644.0","0","360644.0"
"1813.0","0","1813.0"
"350819.0","0","350819.0"
"362211.0","0","362211.0"
"365582.0","0","365582.0"
"370135.0","0","370135.0"
"373707.0","0","373707.0"
"375855.0","0","375855.0"
"376703.0","0","376703.0"
"380784.0","0","380784.0"
"351175.0","0","351175.0"
"460767.0","0","460767.0"
"339366.0","0","339366.0"
"3991.0","0","3991.0"
"402279.0","0","402279.0"
"352035.0","0","352035.0"
"367603.0","0","367603.0"
"409872.0","0","409872.0"
"412536.0","0","412536.0"
"412609.0","0","412609.0"
"5413.0","0","5413.0"
"428903.0","0","428903.0"
"414913.0","0","414913.0"
"430941.0","0","430941.0"
"354375.0","0","354375.0"
"443483.0","0","443483.0"
"445156.0","0","445156.0"
"446639.0","0","446639.0"
"450976.0","0","450976.0"
