,index,foundation,voterank,eigenvector,degree,pagerank,closeness,newman,subgraph,average
6496,12784.0,2001.0,6122.0,5.054468005588749e-06,0.0004487179487179,4.191845052896953e-05,0.2353160054743141,0.0002431178435321,8.90320680557108e+143,20.714285714285715
6512,16126.0,2005.0,,,,,,,,
6514,16128.0,2006.0,3905.0,0.0004801059580197,0.0010414858531504,4.3547683387982544e-05,0.2897561350575542,0.0,7.75550313430665e+97,167.16666666666666
6516,14581.0,2004.0,5306.0,4.078875479574856e-05,0.0002330459100442,3.799545103714099e-05,0.2551010282884311,0.0,2.225739710295097e+73,59.0
6518,1282.0,2004.0,1136.0,0.0071921742537905,0.02073268921095,0.0002413748826148,0.3618543955570303,0.0001055028562819,1.1254795307759978e+89,148.3009708737864
6520,16155.0,2002.0,5001.0,0.0001256789294249,0.0012512164604476,4.205354795584301e-05,0.2747659433947452,5.375834275150158e-07,1.2168486278887852e+110,66.66666666666667
6531,16241.0,2000.0,,0.0004227639674298,0.0012605630514963,1.9598792653284736e-05,0.2688728224803497,,1.1255815974030343e+162,165.40740740740742
6547,16003.0,2003.0,2696.0,0.0047263412170623,0.0116299253601805,0.0001317813172846,0.3437868978790694,3.2742312448146246e-05,7.513510011317507e+99,186.16417910447765
6552,1344.0,2002.0,1527.0,0.0543356321933753,0.0596651445966514,0.0007987359496641,0.4037362140722139,0.0011692744529045,5.3216393198326494e+57,157.74489795918367
6555,16559.0,2004.0,4709.0,2.1974024793763632e-30,0.0002232142857142,0.0001115946880928,0.0002232142857142,0.0,2.708271660424517,2.0
6558,16620.0,2004.0,2103.0,0.0003876876127712,0.0007911392405063,5.453018557853734e-05,0.2769588883797752,0.0,3.2339545251577634e+65,118.33333333333331
6559,12813.0,2006.0,1557.0,0.0003857030098003,0.0040257648953301,0.0001359340284997,0.2954698097413222,0.0002374732150254,3.2383150605141045e+86,48.95
6562,16645.0,2002.0,2844.0,2.086365476611796e-05,0.0010747735298633,6.725886392757905e-05,0.2619864023107862,1.086200949825052e-05,3.2971812317379317e+102,20.285714285714285
6567,18891.0,2001.0,3650.0,5.567342435509388e-09,0.0003471619510501,0.0001100043603856,0.1808097541222096,0.0,1.042374322207428e+88,2.5
6576,61267.0,2006.0,,9.973981410247468e-05,0.0012757605495583,4.5468692767529234e-05,0.2712189874431232,0.0,3.124154046023822e+126,64.0
6578,12729.0,2004.0,2939.0,0.0027510563656423,0.0058261477511069,0.0001043501269007,0.3267466091401551,3.498156511113798e-05,1.0124073283586715e+77,147.04
6579,11002.0,2005.0,1280.0,0.025957638208452,0.0355840999826419,0.0003235892187379,0.3745538187009316,0.0002755049417253,2.267380638752404e+101,259.0439024390244
6581,4935.0,2002.0,1360.0,0.0040912611031291,0.0138792505204718,0.0002825122830664,0.3416613626027432,0.0004392971225916,2.5382106231723748e+48,79.775
6592,16818.0,2000.0,431.0,0.0017815563151396,0.010958904109589,0.0002770763465546,0.3093712047269787,0.000137137294456,5.7211617526096014e+54,46.77777777777778
6595,9412.0,2005.0,2432.0,0.0001776676561089,0.0032626427406199,0.0001445835354457,0.2758989096386361,0.0,4.2229734270312437e+74,32.642857142857146
6596,8880.0,2003.0,1994.0,0.0004676766658502,0.0031645569620253,9.953664341975376e-05,0.3027537135155497,0.0,4.697056661804418e+65,64.75
6605,1458.0,2000.0,514.0,0.011259371091123,0.025676613462873,0.0004584997896719,0.3475104565820837,0.0004990238596807,1.9209851229858e+49,105.08108108108108
6613,74265.0,2009.0,3928.0,8.150760642698696e-05,0.0012757605495583,7.056144558776182e-05,0.2700624580737552,0.0003573375281681,2.0907422831180408e+126,50.38461538461539
6614,1471.0,2000.0,1098.0,1.7506418767277043e-91,0.0005120327700972,0.0005117707267144,0.0005120327700972,0.0,1.543080634815245,1.0
6615,15175.0,2007.0,2864.0,0.0078928839649238,0.0144326731153078,0.0001473317521691,0.3572677310076123,2.230843205429474e-05,4.719939162076226e+107,245.8510638297872
6616,8174.0,2001.0,1381.0,0.0075513239575021,0.0121308016877637,0.000214792050387,0.3590709946930724,0.0004300139178048,1.2264243651097314e+68,156.3913043478261
6617,6947.0,2004.0,576.0,0.033342936928466,0.0468422279189,0.0005176111838003,0.3931516876595836,0.0007975633372397,1.486800239904174e+79,205.1144278606965
6618,16863.0,2006.0,,5.587500279641257e-32,9.813542688910696e-05,8.172597830844925e-05,0.0001308472358521,0.0,1.5890917783042846,2.0
6619,5780.0,2002.0,952.0,0.0026242436394497,0.0102540200419482,0.000181015787498,0.3311073837139989,0.0001658703045315,9.21289309361064e+76,98.02272727272728
6620,37586.0,2000.0,1223.0,0.005429614661741,0.0158730158730158,0.0003889812957824,0.348510959125424,0.0,2.6744683453542826e+34,87.19354838709677
6622,14985.0,2000.0,1927.0,0.0029863525873388,0.006758331391284,0.0001163553585438,0.3301631611368676,5.559892631679868e-05,1.192955125993285e+77,138.06896551724137
6638,75787.0,2008.0,,4.520034953751431e-31,8.643789437289307e-05,8.643042350907519e-05,8.643789437289307e-05,0.0,1.5430806348152435,1.0
6640,75869.0,2007.0,3160.0,0.0165437326018463,0.0259171153123826,0.0001893155637848,0.3588414174709647,0.0,1.979560780579272e+121,302.951690821256
6645,76020.0,2007.0,6347.0,0.0004496902024875,0.0011776251226692,2.8685535263483765e-05,0.2959162205432809,1.114046615587575e-05,6.363150756642054e+127,184.58333333333331
6646,1525.0,2006.0,3026.0,0.0047432068840744,0.01058843950703,0.0001186542996674,0.339358456482661,1.2204119155650404e-05,7.568025333850595e+99,198.75409836065572
6651,76309.0,2010.0,4269.0,5.1924469022410793e-05,0.0008832188420019,4.410100014431256e-05,0.261305237168613,3.282019477036833e-05,8.48564430885261e+125,45.77777777777778
6653,17585.0,2004.0,3171.0,0.030929228714778,0.0330925192262875,0.0003469605202203,0.3841391615398988,7.69395993780597e-05,1.2794251937482108e+79,237.14084507042253
6658,17609.0,2001.0,2273.0,2.9690800994375398e-52,0.0002637130801687,0.0002636435539151,0.0002637130801687,0.0,1.543080634815238,1.0
6662,6004.0,2001.0,1478.0,1.119336084929245e-05,0.0008190008190008,0.0001432408845687,0.2345944454239385,0.0,2.774294695678643e+38,9.5
6664,17642.0,2005.0,,0.0005600406247525,0.0013538804603193,2.115964994083739e-05,0.2760845511194316,,7.065161139451158e+172,209.2058823529412
6667,14789.0,2006.0,3235.0,0.0007028543387066,0.001864573110893,3.4841980993132986e-05,0.3000388601964141,0.0,1.555250202608856e+128,188.31578947368425
6674,17683.0,2003.0,2956.0,0.0017972230675435,0.0056360708534621,9.12212461484842e-05,0.3259615751059769,0.0,7.0275913300967245e+87,133.57142857142858
6679,13224.0,2006.0,3307.0,0.0002670842196875,0.0010064412238325,5.425271469583384e-05,0.2807973458716343,0.0,1.5521841000987546e+86,109.4
7397,37998.0,2000.0,750.0,0.0014566044950237,0.002896451846488,0.0003171787918122,0.2831327177614864,0.0013338370640892,5.159269618627204e+22,37.25
7433,36515.0,2004.0,1629.0,0.0034715068965436,0.0135135135135135,0.0002834474864615,0.3337642484536022,1.977188729140125e-05,2.6706708515939267e+43,109.8181818181818
7531,15594.0,2000.0,785.0,0.0001520381031,0.001448225923244,0.0002349516721329,0.2533196078047635,0.0,5.6195576043355714e+20,21.0
7667,237078.0,2001.0,,,,,,,,
7803,21743.0,2000.0,44.0,0.0318844299100423,0.060101375814627,0.0019201266614879,0.3978279069938985,0.0100358678015496,2.4697084765488275e+25,50.855421686746986
7836,27.0,2001.0,506.0,0.0292423625855451,0.0485104669887278,0.0005153833142417,0.3982989820373005,0.0012047528323351,1.8603934304269694e+90,214.4149377593361
7838,23796.0,2007.0,954.0,0.0095999313446498,0.0123099203475742,0.0004336584880847,0.3395951264049365,0.0,2.2395661639717015e+24,62.64705882352941
7902,93996.0,2001.0,629.0,8.72591865091074e-41,0.002172338884866,0.000754370973025,0.0023171614771904,0.0,5.423797033203645,3.333333333333333
8056,503382.0,2000.0,779.0,0.0006988797318718,0.002896451846488,0.0002626373907425,0.2707031391166892,0.0,1.1876628454733544e+22,25.5
8195,39455.0,2002.0,577.0,0.0216016598713271,0.0209992758870383,0.0006806303505512,0.3468333884242247,0.0005717280223008,1.1346549395952194e+25,65.89655172413794
8233,46450.0,2004.0,517.0,0.0058887827495948,0.0094134685010861,0.0004020206121467,0.312177774073283,0.000102545854887,8.430830984051593e+23,44.69230769230769
8438,2195.0,2001.0,876.0,0.0034696339044262,0.0153609831029185,0.0004170619324441,0.34778519702812,0.0003864592653863,1.091827138277008e+34,69.36666666666666
8488,493106.0,2000.0,538.0,0.0007266333231931,0.002896451846488,0.0003511748751196,0.244849150699484,0.0,1.281760046441962e+22,18.25
8526,15419.0,2000.0,625.0,0.0040944285974113,0.0151515151515151,0.000484888547323,0.3506796417244178,0.0027973212066365,3.721911569366616e+43,82.83783783783784
8606,27697.0,2002.0,1913.0,0.0003861425375492,0.002012882447665,8.90652781905979e-05,0.2699456912542063,0.0,3.247823094246531e+86,58.0
8624,522664.0,2000.0,1164.0,5.650999930119331e-82,0.0010240655401945,0.0005117707267144,0.0010240655401945,0.0,2.7082716604245185,2.0
8634,24635.0,2000.0,438.0,0.012723290711414,0.0417690417690417,0.00074921083073,0.380037997794841,0.0009048576303121,3.590500025340396e+44,105.65686274509804
8636,9840.0,2000.0,27.0,0.0501839680204673,0.0825815405968077,0.0012335261409272,0.4032282769106315,0.0026527903799745,3.818907947606322e+50,123.9873949579832
8640,4597.0,2000.0,1909.0,0.0088548746611588,0.0311220311220311,0.0005430290587929,0.3563489625989626,8.548021988538292e-05,1.7367389199562903e+44,119.28947368421052
8646,81810.0,2001.0,1136.0,1.0350567195636872e-80,0.0008190008190008,0.0004093327875562,0.0008190008190008,0.0,2.7082716604245065,2.0
8647,7121.0,2000.0,909.0,1.2378234171133806e-05,0.0015360983102918,0.0002501127002009,0.2282132435267876,0.0,1.38885150203445e+29,6.666666666666667
8648,499621.0,2000.0,1167.0,7.424132477443585e-08,0.0012285012285012,0.0002662234185129,0.1706515903578717,0.0,1.2266260648753578e+34,5.0
8651,495116.0,2000.0,913.0,3.15367604147603e-75,0.0015360983102918,0.0005117707267144,0.0015360983102918,0.0,5.297293811675491,3.0
8652,501560.0,2000.0,502.0,2.3208470810467905e-05,0.0020481310803891,0.0002604445412562,0.2045644924214885,0.0,4.89875596931145e+29,10.25
8653,506844.0,2000.0,3042.0,0.0071987057460836,0.0287447257383966,0.0003555292011677,0.3186805947422366,0.0,1.1072228353490978e+68,140.5045871559633
8654,510867.0,2000.0,907.0,1.0275539254869576e-74,0.0015360983102918,0.0005336865398886,0.0016385048643113,0.0,5.423797033203654,3.333333333333333
8657,523800.0,2000.0,1193.0,3.15367604147603e-75,0.0015360983102918,0.0005117707267144,0.0015360983102918,0.0,5.297293811675488,3.0
8660,525420.0,2000.0,,,,,,,,
8663,532889.0,2000.0,,,,,,,,
8666,536681.0,2000.0,,,,,,,,
8668,6951.0,2000.0,1542.0,0.0003830180563974,0.0025601638504864,0.0001575169173159,0.281439925198691,0.0,1.3308227844194073e+32,44.4
8669,502037.0,2000.0,985.0,1.7506418767277043e-91,0.0005120327700972,0.0005117707267144,0.0005120327700972,0.0,1.5430806348152435,1.0
8674,534701.0,2000.0,1560.0,0.0544293376437309,0.0384024577572964,0.0006929152667013,0.3133917275528302,0.0,2.694778963629513e+36,93.10666666666668
8675,546000.0,2000.0,,,,,,,,
8685,534290.0,2000.0,27.0,0.121523974465806,0.0773169482846902,0.0013159997459083,0.3544279533380798,0.0032887440406893,1.343201186579282e+37,92.0794701986755
8708,495922.0,2000.0,1928.0,0.0806283414441623,0.0419866871479774,0.0007296156543857,0.3430699499032523,0.0,5.912415773943246e+36,104.09756097560977
8710,526630.0,2000.0,1156.0,0.0806283414441623,0.0419866871479774,0.0007296156543857,0.3430699499032523,0.0,5.912415773943246e+36,104.09756097560977
8715,494585.0,2000.0,,,,,,,,
8719,526667.0,2000.0,,,,,,,,
8720,528013.0,2000.0,1123.0,1.7506418767277043e-91,0.0005120327700972,0.0005117707267144,0.0005120327700972,0.0,1.5430806348152435,1.0
8723,545516.0,2000.0,,,,,,,,
8742,9988.0,2000.0,1599.0,0.0001199193119766,0.0010240655401945,0.0001015784539011,0.2616835656736183,0.0,1.3037274409546253e+31,42.5
8744,40998.0,2000.0,2746.0,0.0085874743377227,0.0121308016877637,0.0001581225102073,0.3205576797578188,5.288558804094318e-07,1.5867101379513764e+68,158.58695652173913
8753,36423.0,2000.0,541.0,0.0155739072588628,0.0434070434070434,0.0007827869654527,0.3854504733358168,0.0009271293953107,5.3837149840118176e+44,106.188679245283
8757,9844.0,2000.0,817.0,0.0115229152199983,0.022206800832755,0.0003893158374558,0.3682230003518767,0.0002883738021033,2.0136380786900576e+49,112.25
8760,25853.0,2000.0,4070.0,0.0012656195830585,0.0022141706924315,5.360418143804308e-05,0.3135400036290203,0.0,3.4856287667060725e+87,206.0909090909091
8763,44627.0,2000.0,1009.0,0.0135386659131747,0.0327600327600327,0.0006320239936014,0.3745128351013795,0.0015319845049102,4.07004842721283e+44,107.8125
8765,40757.0,2000.0,3342.0,6.026371617091647e-65,0.0003044140030441,0.0003043213633597,0.0003044140030441,0.0,1.5430806348152435,1.0
8783,494663.0,2000.0,977.0,0.0020645145704322,0.0040962621607782,0.0002079407123568,0.2994557138477734,0.0,3.8753115614822254e+33,48.125
8787,519506.0,2000.0,4176.0,1.6233089994867158e-89,0.0004095004095004,0.0004093327875562,0.0004095004095004,0.0,1.5430806348152428,1.0
8795,538385.0,2000.0,2886.0,4.214118936760366e-131,0.0003469812630117,0.0003468609087755,0.0003469812630117,0.0,1.5430806348152435,1.0
8799,512679.0,2000.0,,5.650999930119331e-82,0.0010240655401945,0.0005117707267144,0.0010240655401945,0.0,2.708271660424513,2.0
8803,530817.0,2000.0,2690.0,2.468928820670604e-05,0.0008190008190008,0.0001206956189516,0.2061806919569697,0.0,1.3565600690419275e+39,7.5
8804,533255.0,2000.0,3269.0,6.026371617091647e-65,0.0003044140030441,0.0003043213633597,0.0003044140030441,0.0,1.5430806348152435,1.0
8805,544065.0,2000.0,1524.0,4.282419248603788e-06,0.0012285012285012,0.000152210809811,0.2276990176351198,0.0,4.071505618772128e+37,10.666666666666666
8821,1190.0,2000.0,668.0,0.0051764837074114,0.0155610155610155,0.0003531823410477,0.3538133006112486,0.0003681451770427,5.949955372887825e+43,92.86842105263158
8834,502458.0,2000.0,1978.0,6.026371617091647e-65,0.0003044140030441,0.0003043213633597,0.0003044140030441,0.0,1.5430806348152415,1.0
8837,520255.0,2000.0,,,,,,,,
8844,15943.0,2000.0,868.0,0.0091227667918546,0.0209933435739887,0.0004685599809082,0.3474957378545635,0.0,7.556722258500232e+34,82.3170731707317
8848,546845.0,2000.0,,0.0026222644699144,0.0040962621607782,0.0001641840069772,0.3230298870655768,0.0,6.24672187433254e+33,102.875
8849,36357.0,2000.0,2587.0,0.0018184051350262,0.0066564260112647,0.0002334099734839,0.3222818441005465,0.0001266799667286,2.998663167225162e+33,78.46153846153847
8885,550098.0,2000.0,1661.0,4.214118936760366e-131,0.0003469812630117,0.0003468609087755,0.0003469812630117,0.0,1.543080634815245,1.0
8888,544764.0,2000.0,823.0,0.0549813382654803,0.0404505888376856,0.0007400117556888,0.3179258549645978,0.000192539695414,2.749702890594772e+36,89.88607594936708
8912,5226.0,2000.0,1560.0,0.0013933132731503,0.0072866065232477,0.0001890837437399,0.3122926691628981,0.0001017358600201,2.9423300037653363e+47,58.42857142857143
8914,3931.0,2000.0,2720.0,0.019450354089488,0.024048706240487,0.0003421735844075,0.3755973357363155,5.1730888591469775e-05,6.813464502901862e+56,155.30379746835442
8915,19576.0,2000.0,1016.0,0.0027167044632473,0.0107564191533657,0.0002553414247313,0.3254041934407297,0.0003267860736645,1.1186137617709877e+48,81.80645161290323
8917,9281.0,2000.0,2300.0,0.0139631092806809,0.0234398782343987,0.000356241497027,0.3567878656673087,0.0001306074508222,3.514391670916615e+56,128.94805194805195
8923,39717.0,2000.0,1344.0,0.006253406600371,0.0151515151515151,0.0003150674407258,0.3559929696293333,5.14193545720768e-05,8.682287260056234e+43,114.29729729729728
8926,9100.0,2000.0,1743.0,0.0142568123674091,0.0417690417690417,0.0007235744153859,0.386915268837093,0.0004385103472626,4.5065797047218105e+44,123.30392156862744
8927,17586.0,2000.0,331.0,0.0107750039865257,0.0323505323505323,0.0006426214437952,0.3744472461635334,0.000890035626801,2.5774471912597063e+44,95.8987341772152
8982,512939.0,2000.0,,6.789163027013722e-05,0.0006088280060882,8.945725628248935e-05,0.2555301370523921,0.0,8.30732724125459e+51,22.5
8983,514749.0,2000.0,2084.0,0.0121584419266636,0.015267175572519,0.0002659164776216,0.3567192413450678,0.0,2.2459163893106904e+49,134.0681818181818
8986,517516.0,2000.0,,0.0806283414441623,0.0419866871479774,0.0007296156543857,0.3430699499032523,0.0,5.912415773943246e+36,104.09756097560977
8989,522926.0,2000.0,892.0,5.650999930119331e-82,0.0010240655401945,0.0005117707267144,0.0010240655401945,0.0,2.708271660424507,2.0
8996,536304.0,2000.0,227.0,0.054770404595474,0.0419866871479774,0.0010126338835146,0.3181075268817204,0.0057301004089754,2.7286437025950184e+36,86.40243902439025
9000,43680.0,2000.0,806.0,0.0056719795036811,0.0163850486431131,0.000437007283549,0.345983947820392,0.0002389225391628,2.918240864093181e+34,91.5
9010,537678.0,2000.0,880.0,0.0544428693215868,0.039426523297491,0.0008185921934914,0.3135093891738374,0.0018928424533924,2.696119134500171e+36,90.71428571428572
9011,544807.0,2000.0,3503.0,8.473028393769593e-05,0.0022141706924315,0.0001165869958934,0.2789078950583039,0.0,1.5549842472431907e+85,41.18181818181818
9022,506294.0,2000.0,,,,,,,,
9027,499092.0,2000.0,,,,,,,,
9028,511348.0,2000.0,1211.0,2.3208470810467905e-05,0.0020481310803891,0.0002604445412562,0.2045644924214885,0.0,4.89875596931145e+29,10.25
9030,513682.0,2000.0,1431.0,1.6233089994867158e-89,0.0004095004095004,0.0004093327875562,0.0004095004095004,0.0,1.5430806348152435,1.0
9036,527943.0,2000.0,1313.0,0.0076464349986674,0.0066564260112647,0.0001905826650502,0.2585239189054229,0.0,5.318611241153231e+34,74.84615384615384
9044,549678.0,2000.0,1077.0,0.0544360272228286,0.0389144905273937,0.0007646823069989,0.313450547321515,0.000946945850436,2.695441454312904e+36,91.88157894736842
9058,43557.0,2000.0,873.0,0.0098011992693873,0.0281618023553507,0.0006201055653606,0.3609389488067931,0.0001839456599982,8.709372983522349e+34,94.67272727272729
9060,497018.0,2000.0,1433.0,1.6233089994867158e-89,0.0004095004095004,0.0004093327875562,0.0004095004095004,0.0,1.5430806348152435,1.0
9061,499772.0,2000.0,366.0,0.0546002455759559,0.0404505888376856,0.0007947523311206,0.3140990250383735,0.0006013408917027,2.711726928207712e+36,88.82278481012658
9071,42968.0,2000.0,397.0,0.0004826113487058,0.0076804915514592,0.000385970401581,0.2992410887169023,0.000652473689716,2.1125140099476003e+32,25.8
9077,499868.0,2000.0,,0.0002303162196252,0.0025601638504864,0.0001908880644319,0.2708066346893193,0.0,4.819863372531611e+31,20.0
9078,510930.0,2000.0,1595.0,0.0548106121183872,0.039426523297491,0.0007192717956749,0.3204268066249102,0.0002458849872738,2.732627829691497e+36,92.28571428571428
9081,528222.0,2000.0,1626.0,0.0006966354027,0.0036855036855036,0.0002857466489513,0.2543532923618576,0.0,1.0799831375449504e+42,20.22222222222222
9089,25740.0,2000.0,1324.0,0.0020500428804636,0.007168458781362,0.0002210691697155,0.3151659777559977,0.0,3.808603111072166e+33,78.35714285714286
9093,527184.0,2000.0,815.0,0.0010182441632348,0.0040962621607782,0.0003474083693154,0.2631680611612089,0.0,9.429520703915984e+32,22.125
9096,23572.0,2000.0,739.0,0.0173690317558817,0.0276497695852534,0.0006102914183075,0.3744539273831911,0.0003607433686096,2.7401919279970816e+35,94.29629629629628
9097,44405.0,2003.0,1490.0,0.0057650522837147,0.02006552006552,0.0004054520082886,0.3556376872245136,0.0001997336144589,7.373190755044833e+43,100.77551020408164
9100,514036.0,2000.0,,,,,,,,
9101,526166.0,2000.0,1982.0,0.0544293376437309,0.0384024577572964,0.0006929152667013,0.3133917275528302,0.0,2.694778963629513e+36,93.10666666666668
9119,17885.0,2000.0,1094.0,0.0124089406192904,0.0197779319916724,0.0003494874712322,0.3665869228098231,0.0003339865979348,2.336660968134109e+49,120.9298245614035
9121,42295.0,2000.0,1977.0,0.0171708657260937,0.025676613462873,0.0004148913057159,0.3730023276132618,0.0001613602145594,4.4744002052768176e+49,129.93243243243242
9123,6374.0,2000.0,291.0,0.0143386764223721,0.0305343511450381,0.0005309758463608,0.3657481710916825,0.0006230671844669,3.1191002969158257e+49,103.67045454545456
9126,39591.0,2000.0,2695.0,0.0022596018681549,0.0050105485232067,0.0001038016972304,0.3213820494457378,0.0,1.0982585920952537e+67,123.94736842105264
9129,1186.0,2000.0,1952.0,0.0012063540854924,0.0038167938931297,0.0001347857641544,0.3081909820995464,0.0,2.2060071278239743e+47,80.45454545454545
9182,497906.0,2000.0,759.0,0.0003430725447291,0.0025601638504864,0.0002428311728037,0.2899921021234645,0.0002551650034388,1.0668959545726607e+32,44.0
9183,501008.0,2000.0,,,,,,,,
9186,522587.0,2000.0,654.0,0.0049146243140883,0.007168458781362,0.0003380412471975,0.3067152463046891,0.0006684156334059,2.19642696170072e+34,51.92857142857143
9187,537813.0,2000.0,,0.0004462392227346,0.0020481310803891,0.0001488212459657,0.2829658617636449,0.0,1.808339842772157e+32,39.75
9188,550132.0,2000.0,890.0,5.485424538763545e-87,0.0010240655401945,0.0007006159938892,0.0010240655401945,5.246237398537769e-07,2.178183556608568,1.0
9195,493899.0,2000.0,2230.0,1.7506418767277043e-91,0.0005120327700972,0.0005117707267144,0.0005120327700972,0.0,1.5430806348152435,1.0
9199,497138.0,2000.0,1470.0,6.016926398378036e-06,0.0008190008190008,0.0002092776042805,0.2043675946849336,0.0,8.056815267076021e+37,3.5
9202,517060.0,2000.0,,,,,,,,
9204,493514.0,2000.0,277.0,0.0006390284198221,0.0025601638504864,0.0002779018754148,0.2368549873959767,0.0,3.714742037277511e+32,20.4
9215,547835.0,2000.0,,,,,,,,
9218,520455.0,2000.0,1148.0,0.0009091462767485,0.0010240655401945,0.0001484733092023,0.2503844851767664,0.0,7.517594443144084e+32,43.0
9219,524055.0,2000.0,1012.0,0.0031746551000575,0.0056323604710701,0.0002857444937299,0.2802121671357436,0.0,9.165499095241204e+33,45.63636363636363
9221,529810.0,2000.0,168.0,0.0551306001047431,0.0435227854582693,0.0008897127730121,0.3193850671503217,0.0016575571759917,2.764647995933019e+36,84.07058823529412
9228,504638.0,2000.0,43.0,0.1212710861709895,0.0757808499743983,0.0012787728595183,0.3542024424451818,0.0017860052319999,1.33761603852547e+37,93.70270270270272
9229,504085.0,2000.0,954.0,0.0002942213710702,0.003584229390681,0.0002427886028454,0.2817723158645237,0.0001838897123188,7.860605676990185e+31,22.428571428571427
9232,513241.0,2000.0,638.0,0.0019700736320422,0.0046082949308755,0.0002448079679624,0.2372924859518374,0.0,3.530662361620245e+33,34.666666666666664
9234,513951.0,2000.0,,,,,,,,
9236,529123.0,2000.0,1049.0,0.0581571838805715,0.0440348182283666,0.0008138297546729,0.3434226847890257,0.0012694707167748,3.076347458039737e+36,91.02325581395348
9237,532095.0,2000.0,1013.0,9.362925015987617e-05,0.0056323604710701,0.0004352818376168,0.2164136991225906,0.0,7.972602284198171e+30,14.636363636363637
9238,532148.0,2000.0,323.0,0.0544293376437309,0.0384024577572964,0.0006929152667013,0.3133917275528302,0.0,2.694778963629515e+36,93.10666666666668
9242,10470.0,2000.0,1985.0,0.0012046307092194,0.003584229390681,0.0001503337731053,0.3094431195347474,0.0,1.3163821851860225e+33,89.42857142857143
9247,10245.0,2003.0,457.0,0.0070011203698596,0.0230414746543778,0.0005265407735221,0.3485837019680718,6.631668526000035e-05,4.442947036417682e+34,90.73333333333332
9252,518259.0,2000.0,1182.0,0.0018270557640485,0.0015360983102918,0.0001339445383817,0.2548160689852047,0.0,3.036075779274677e+33,62.0
9257,6784.0,2000.0,1150.0,5.650999930119331e-82,0.0010240655401945,0.0005117707267144,0.0010240655401945,0.0,2.7082716604245083,2.0
9259,525660.0,2000.0,825.0,0.0019700736320422,0.0046082949308755,0.0002448079679624,0.2372924859518374,0.0,3.530662361620245e+33,34.666666666666664
9267,496199.0,2000.0,,1.7506418767277043e-91,0.0005120327700972,0.0005117707267144,0.0005120327700972,0.0,1.5430806348152422,1.0
9273,508867.0,2000.0,,,,,,,,
9274,524398.0,2000.0,1961.0,6.481520650832741e-05,0.0015360983102918,0.0001526704912087,0.2380704941024992,0.0,3.8182910994769217e+30,17.0
9275,531917.0,2000.0,,,,,,,,
9277,551605.0,2000.0,,0.0006208021473805,0.0015360983102918,0.00019986027023,0.2342635034547667,0.0,3.5058742775303775e+32,28.0
9281,4886.0,2000.0,562.0,0.0054768388132487,0.017921146953405,0.0004681197872013,0.3485837019680718,0.0003405571381879,2.722724804450977e+34,66.65714285714286
9285,25027.0,2000.0,275.0,0.0102706634931326,0.0384024577572964,0.0011008916425591,0.3629785951160687,0.0053411554893475,9.563184485624232e+34,75.54666666666667
9286,531032.0,2000.0,,0.0001605884664363,0.0012285012285012,9.985949207041756e-05,0.2812171216090722,0.0,5.711211425374708e+40,77.66666666666667
9289,508380.0,2000.0,287.0,0.0581643363545113,0.0445468509984639,0.0008805739147252,0.3438469252890739,0.0069354071071956,3.0771042465425496e+36,90.03448275862068
9298,514240.0,2000.0,731.0,0.00320414629498,0.007168458781362,0.0003807775003055,0.2804003552936588,0.0004466778651666,9.336466276914296e+33,38.5
9301,527570.0,2000.0,,,,,,,,
9302,532732.0,2000.0,1396.0,0.0008070314974332,0.0024288688410825,0.0001838104036286,0.2991435041455129,0.0006533749919607,9.871736317380047e+46,80.0
9306,6429.0,2001.0,966.0,0.0164040526015853,0.0139230139230139,0.0002777440157319,0.3278782051209593,0.0003192227607196,5.9875608606902026e+44,116.5
9307,41680.0,2000.0,181.0,0.0453065779632103,0.0615241202516895,0.0006952494150705,0.3964561690023693,0.0027674113106794,2.745785515040621e+79,197.67424242424244
9308,6130.0,2001.0,1348.0,0.0176298183142535,0.0246575342465753,0.0003618894204015,0.3560970020765213,8.876526273181416e-05,5.601979479452413e+56,136.34567901234567
9317,26516.0,2000.0,974.0,0.0032027962816716,0.0131040131040131,0.0003116895988399,0.3351244162372689,0.000460169198247,2.2742419922542164e+43,100.59375
9320,45536.0,2000.0,98.0,0.0282338179304269,0.0579458709229701,0.0009135967197839,0.3861227295356485,0.0020501668724695,1.2082640476168695e+50,112.93413173652696
9355,495457.0,2001.0,1380.0,0.0541975638603527,0.0389025389025389,0.0005995358173587,0.3165201740331274,0.0003829944428059,6.537418968887301e+45,116.2842105263158
9357,511282.0,2000.0,980.0,6.446509210510413e-06,0.0012285012285012,0.0003144874621186,0.2219781743764302,0.0007663244041777,9.239424431678689e+37,3.0
9359,523518.0,2001.0,1584.0,0.0001621035998585,0.0036855036855036,0.0002542446361518,0.2822938705563474,0.0001537212535672,5.824974934903487e+40,27.55555555555556
9361,529240.0,2001.0,2352.0,7.390982238272245e-05,0.0005274261603375,7.536456649502959e-05,0.2678779086321691,0.0,1.1747381938232072e+64,40.0
9362,530822.0,2001.0,,1.0959558762292348e-07,6.41025641025641e-05,1.1580998057421643e-05,0.1953624890937532,0.0,4.189768175529372e+140,22.0
9367,547903.0,2001.0,1983.0,0.0007496686739358,0.0049140049140049,0.0001567431875879,0.3120849183467779,0.0,1.2448115634880082e+42,85.08333333333333
