,index,foundation,voterank,eigenvector,degree,pagerank,closeness,newman,subgraph,average
12389,36997.0,2002.0,2513.0,0.021616792995824,0.0258635653532372,0.0002181187690635,0.3513150781245964,5.77788788456499e-05,1.5735907449382636e+101,258.33557046979865
12394,8225.0,2006.0,847.0,0.0109840349147347,0.0230862697448359,0.0002532719727414,0.3639861280627727,0.0008313543116223,4.058205697960984e+100,198.97744360902252
12396,42747.0,2007.0,3705.0,8.56710977248658e-33,0.0003471619510501,0.0001735508503991,0.0003471619510501,0.0,2.7082716604245114,2.0
12401,11077.0,2004.0,3167.0,0.0001402992471209,0.0010414858531504,5.207282229621869e-05,0.2783947293169772,0.0,6.62206114141261e+96,72.16666666666667
12403,18032.0,2000.0,,0.0003405904145929,0.0008679048776254,3.491214861729357e-05,0.2919361503044004,0.0,3.901698413167029e+97,165.8
12404,13444.0,2006.0,3429.0,0.0037284775134028,0.0093733726783544,0.0001096670466662,0.3417215478645037,5.6323128959374335e-06,4.675821342993614e+99,188.7037037037037
12407,13986.0,2001.0,3647.0,1.6872401774209148e-05,0.0005207429265752,8.04150353097887e-05,0.2517242762443676,0.0003365587877366,9.572909274792095e+94,25.666666666666668
12408,13068.0,2002.0,2798.0,0.0048547578351682,0.0111091824336052,0.0001271060129316,0.3464758934809476,1.8483180432304344e-05,7.92774626018442e+99,191.765625
12409,43699.0,2001.0,3199.0,0.0143595198853295,0.0241277555979864,0.000230708451149,0.3619071096174716,0.0001440867512294,6.937578604546498e+100,236.81294964028777
12414,10975.0,2005.0,4895.0,2.679431151017798e-06,0.000173580975525,3.179262187271845e-05,0.2242925676891719,0.0,2.4147533765559567e+93,14.0
12419,80907.0,2007.0,5628.0,7.527174485576284e-33,0.0001116071428571,0.0001115946880928,0.0001116071428571,0.0,1.5430806348152453,1.0
12420,19235.0,2007.0,1128.0,0.0002322021084902,0.0052074292657524,0.0001538088880189,0.2916809762321106,0.0,1.8117062285636827e+97,49.7
12428,16598.0,2004.0,4305.0,0.021400841503969,0.0373199097378927,0.0003396191751247,0.3745538187009316,0.0001744838170925,1.5404744356085038e+101,236.46046511627907
12436,20584.0,2004.0,2891.0,8.56710977248658e-33,0.0003471619510501,0.0001735508503991,0.0003471619510501,0.0,2.7082716604245123,2.0
12437,524278.0,2000.0,3218.0,2.320978144552207e-06,0.0012150668286755,0.0001121698455182,0.228605098333908,0.0,1.8065255523699724e+93,11.571428571428571
12440,8325.0,2005.0,2549.0,0.022540828337997,0.0263843082798125,0.0002372117216855,0.363589542610536,0.0001610731642397,1.7094827995841727e+101,287.8157894736842
12441,7064.0,2006.0,2885.0,0.0014834398692757,0.0026037146328762,8.58075965695051e-05,0.3190475640970903,0.0004129469203249,7.403423620128361e+98,228.6
12452,529587.0,2001.0,3192.0,9.489178099245863e-06,0.0010414858531504,0.0001200016863279,0.2463233715427021,0.0,3.0268962991718866e+94,12.833333333333334
12453,534610.0,2002.0,,1.6961480629536694e-08,0.0005207429265752,7.306801982020147e-05,0.1905274525395573,0.0,9.64016327716827e+88,6.0
12462,519156.0,2007.0,2396.0,1.2220092128518593e-08,0.0010414858531504,0.0001284849314831,0.1849245320348474,0.0,5.017874659409963e+88,9.0
12464,1319.0,2007.0,2584.0,0.035982663129901,0.0413122721749696,0.0003623216800377,0.3842727800644288,0.0002501577617789,4.3566814749893686e+101,293.4033613445378
12470,28465.0,2006.0,7871.0,0.0003314693839071,0.0013461538461538,3.265166983353228e-05,0.2730120805986505,0.0,3.833249491502803e+147,120.57142857142856
12473,42682.0,2005.0,3291.0,0.0009182502291465,0.0020829717063009,5.4635038081407766e-05,0.3167861042414562,1.1715766052112334e-06,2.8368580251082566e+98,196.25
12474,18197.0,2007.0,3876.0,0.0019309918724471,0.0032980385349765,5.408400694024637e-05,0.3236059757641097,0.0,1.2543976202758437e+99,245.47368421052636
12475,12542.0,2006.0,4098.0,0.0317104028924349,0.0411386911994445,0.0003505047437868,0.3744977729402401,0.000105347071998,3.382901610718872e+101,273.69198312236284
12477,66887.0,2006.0,4895.0,8.279630139577929e-05,0.0008764241893076,5.457887535499736e-05,0.2718573239714965,0.000231938382466,4.9755859288405856e+116,64.28571428571429
12478,18827.0,2006.0,,,,,,,,
12481,19169.0,2006.0,3423.0,0.0034701193025439,0.0053810102412775,7.560200711917957e-05,0.3367783915171399,1.002672646038186e-05,4.0513090073093154e+99,246.51612903225808
12482,37408.0,2000.0,2921.0,0.0009137848523358,0.0032980385349765,7.359005811689139e-05,0.2882709763372063,0.0,2.812398812081058e+98,96.57894736842104
12483,21422.0,2004.0,3712.0,0.0003528570461102,0.0008679048776254,4.2465430902217175e-05,0.295818050535976,1.6479086035730023e-05,4.188128965716126e+97,180.4
12488,17880.0,2005.0,,5.75879510228914e-05,0.0001252034556153,1.9611633975021364e-05,0.2586605657566639,0.0,2.3949425098000417e+116,208.0
